task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,ast_branch_coverage,ast_line_coverage,ast_total_branches,ast_total_lines,test_diversity_asserts,test_code_bloat_ratio,logic_density,fc_per_1k_total_tokens,coverage_per_1k_tokens
HumanEval/144,adversarial,gemma-4b:cot,2,2,0,4,0.5,84.0,0.0,1.0,4.8,73.26,3.23,0.495,204,0,204,1.0,0.3636,2,21,18,0.86,0.05,2.451,4.902
HumanEval/144,consensus,gemma-4b:scot,10,7,0,17,0.588,94.0,0.0,1.0,1.94,66.71,4.23,0.414,2139,0,2139,1.0,0.3636,2,21,16,0.86,0.05,0.2749,0.4675
HumanEval/144,coa,gemma-4b:few_shot,5,1,0,6,0.833,91.0,0.0,1.0,2.56,68.85,2.38,0.049,208,0,208,1.0,0.0833,0,11,14,1.27,0.0,4.0048,4.8077
HumanEval/144,soa,gemma-4b:few_shot,5,3,0,8,0.625,84.0,0.0,1.0,3.67,66.01,4.0,0.434,412,0,412,1.0,0.3636,2,21,23,1.19,0.05,1.517,2.4272
HumanEval/144,swarm,gemma-4b:few_shot,1,0,0,1,1.0,71.0,0.0,0.0,1.75,89.62,1.15,0.081,357,0,357,1.0,0.5714,0,6,3,0.5,0.0,2.8011,2.8011
HumanEval/144,hybrid,gemma-4b:scot,4,1,0,5,0.8,88.0,0.0,1.0,4.0,73.81,4.38,0.338,3423,0,3423,1.0,0.2778,0,17,18,1.06,0.0,0.2337,0.2921
HumanEval/144,atomic_swarm,gemma-4b:few_shot,1,2,0,3,0.333,81.0,0.0,1.0,2.25,84.42,2.31,0.657,561,0,561,1.0,0.3182,2,21,4,0.19,0.05,0.5936,1.7825
HumanEval/144,hybrid,gemma-4b:few_shot,13,1,0,14,0.929,95.0,0.0,1.0,2.71,61.38,5.62,0.327,3937,0,3937,1.0,0.3158,0,18,28,1.72,0.0,0.236,0.254
HumanEval/144,consensus,gemma-4b:few_shot,13,3,0,16,0.812,94.0,0.0,1.0,1.94,68.21,4.0,0.426,6158,0,6158,1.0,0.3636,2,21,15,0.81,0.05,0.1319,0.1624
HumanEval/144,adversarial,gemma-4b:scot,6,1,0,7,0.857,88.0,0.0,1.0,1.88,65.49,4.31,0.369,0,0,0,1.0,0.2778,0,17,7,0.41,0.0,0.0,0.0
HumanEval/144,adversarial,gemma-4b:few_shot,9,0,0,9,1.0,94.0,0.0,0.0,3.08,63.84,4.54,0.392,4291,0,4291,1.0,0.3158,0,18,24,1.33,0.0,0.233,0.233
HumanEval/144,self_healing,gemma-4b:zero_shot,4,1,0,5,0.8,90.0,0.0,1.0,4.5,70.44,3.38,0.468,413,0,413,1.0,0.3636,2,21,20,0.95,0.05,1.937,2.4213
HumanEval/144,self_healing,gemma-4b:cot,4,3,0,7,0.571,85.0,0.0,1.0,3.12,71.58,3.38,0.473,0,0,0,1.0,0.3636,2,21,16,0.86,0.05,0.0,0.0
HumanEval/144,self_healing,gemma-4b:scot,4,3,0,7,0.571,85.0,0.0,1.0,3.0,72.38,3.31,0.482,402,0,402,1.0,0.3636,2,21,15,0.81,0.05,1.4204,2.4876
HumanEval/144,self_healing,gemma-4b:few_shot,4,1,0,5,0.8,90.0,0.0,1.0,4.5,70.44,3.38,0.469,364,0,364,1.0,0.3636,2,21,20,0.95,0.05,2.1978,2.7473
HumanEval/145,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,15.0,0.0,1.0,0.0,100.0,0.05,0.062,0,0,0,1.0,0.0909,0,10,0,0.0,0.0,0.0,0.0
HumanEval/145,baseline,gemma-4b:zero_shot,2,7,0,9,0.222,73.0,0.0,1.0,1.9,75.81,1.75,0.374,1194,207,1401,1.0,1.0,2,4,9,2.25,0.25,0.1585,0.7138
HumanEval/145,actor_critic,gemma-4b:zero_shot,3,8,0,11,0.273,76.0,0.0,1.0,1.92,73.36,1.95,0.339,802,0,802,1.0,1.0,2,4,11,2.75,0.25,0.3404,1.2469
HumanEval/145,competitive,gemma-4b:cot,0,0,0,0,0.0,15.0,0.0,1.0,0.0,100.0,0.05,0.062,0,0,0,1.0,0.0909,0,10,0,0.0,0.0,0.0,0.0
HumanEval/145,soa,gemma-4b:zero_shot,6,6,0,12,0.5,77.0,0.0,1.0,1.92,72.05,2.05,0.336,713,0,713,1.0,1.0,2,4,12,3.0,0.25,0.7013,1.4025
HumanEval/145,coa,gemma-4b:zero_shot,7,1,0,8,0.875,97.0,0.0,1.0,2.0,71.44,1.3,0.017,895,0,895,1.0,0.0909,0,10,9,0.9,0.0,0.9777,1.1173
HumanEval/145,baseline,gemma-4b:cot,3,6,0,9,0.333,73.0,0.0,1.0,1.9,76.14,1.75,0.385,1314,0,1314,1.0,1.0,2,4,9,2.25,0.25,0.2534,0.761
HumanEval/145,atomic_swarm,gemma-4b:zero_shot,3,1,0,4,0.75,57.0,0.0,1.0,1.67,80.0,2.25,0.384,973,0,973,1.0,1.0,2,4,4,1.0,0.25,0.7708,1.0277
HumanEval/145,actor_critic,gemma-4b:cot,3,8,0,11,0.273,76.0,0.0,1.0,1.92,73.36,1.95,0.34,980,0,980,1.0,1.0,2,4,11,2.75,0.25,0.2786,1.0204
HumanEval/145,swarm,gemma-4b:zero_shot,3,2,0,5,0.6,68.0,0.0,1.0,1.83,83.42,1.4,0.48,896,0,896,1.0,1.0,2,4,5,1.25,0.25,0.6696,1.1161
HumanEval/145,hybrid,gemma-4b:zero_shot,3,8,0,11,0.273,76.0,0.0,1.0,1.92,72.5,1.95,0.326,2677,0,2677,1.0,1.0,2,4,11,2.75,0.25,0.102,0.3736
HumanEval/145,soa,gemma-4b:cot,6,5,0,11,0.545,76.0,0.0,1.0,1.92,73.87,1.95,0.347,364,0,364,1.0,1.0,2,4,11,2.75,0.25,1.4973,2.7473
HumanEval/145,competitive,gemma-4b:scot,0,0,0,0,0.0,15.0,0.0,1.0,0.0,100.0,0.05,0.062,0,0,0,1.0,0.0909,0,10,0,0.0,0.0,0.0,0.0
HumanEval/145,coa,gemma-4b:cot,7,1,0,8,0.875,97.0,0.0,1.0,2.0,71.92,1.3,0.026,182,0,182,1.0,0.0909,0,10,9,0.9,0.0,4.8077,5.4945
HumanEval/145,baseline,gemma-4b:scot,0,0,0,0,0.0,17.0,0.0,1.0,1.0,96.99,0.85,0.685,259,0,259,0.0,0.0,2,4,0,0.0,0.25,0.0,0.0
HumanEval/145,consensus,gemma-4b:zero_shot,3,6,0,9,0.333,73.0,0.0,1.0,1.9,75.51,1.75,0.376,2314,0,2314,1.0,1.0,2,4,9,2.25,0.25,0.1439,0.4322
HumanEval/145,swarm,gemma-4b:cot,2,3,0,5,0.4,68.0,0.0,1.0,1.83,82.8,1.4,0.473,744,0,744,1.0,1.0,2,4,5,1.25,0.25,0.5376,1.3441
HumanEval/145,atomic_swarm,gemma-4b:cot,3,1,0,4,0.75,57.0,0.0,1.0,1.67,80.0,2.25,0.384,422,0,422,1.0,1.0,2,4,4,1.0,0.25,1.7773,2.3697
HumanEval/145,hybrid,gemma-4b:cot,6,11,0,17,0.353,79.0,0.0,1.0,1.95,62.58,2.75,0.26,1427,0,1427,1.0,1.0,2,4,19,4.75,0.25,0.2474,0.7008
HumanEval/145,actor_critic,gemma-4b:scot,1,3,0,4,0.25,65.0,0.0,1.0,1.8,85.64,1.25,0.487,689,0,689,1.0,1.0,2,4,4,1.0,0.25,0.3628,1.4514
HumanEval/145,coa,gemma-4b:scot,7,1,0,8,0.875,97.0,0.0,1.0,2.0,71.44,1.3,0.012,353,0,353,1.0,0.0909,0,10,9,0.9,0.0,2.4788,2.8329
HumanEval/145,competitive,gemma-4b:few_shot,0,0,0,0,0.0,15.0,0.0,1.0,0.0,100.0,0.05,0.062,0,0,0,1.0,0.0909,0,10,0,0.0,0.0,0.0,0.0
HumanEval/145,soa,gemma-4b:scot,8,6,0,14,0.571,78.0,0.0,1.0,1.93,68.47,2.25,0.324,535,0,535,1.0,1.0,2,4,14,3.5,0.25,1.0673,1.8692
HumanEval/145,consensus,gemma-4b:cot,4,5,0,9,0.444,73.0,0.0,1.0,1.9,75.51,1.75,0.376,2332,0,2332,1.0,1.0,2,4,9,2.25,0.25,0.1904,0.4288
HumanEval/145,baseline,gemma-4b:few_shot,7,3,0,10,0.7,76.0,0.0,1.0,2.0,72.05,2.1,0.321,745,0,745,1.0,0.1667,0,11,11,1.0,0.0,0.9396,1.3423
HumanEval/145,hybrid,gemma-4b:scot,2,3,0,5,0.4,67.0,0.0,1.0,1.83,83.13,1.35,0.462,1842,0,1842,1.0,1.0,2,4,5,1.25,0.25,0.2172,0.5429
HumanEval/145,actor_critic,gemma-4b:few_shot,6,2,0,8,0.75,74.0,0.0,1.0,2.0,77.01,1.75,0.403,607,0,607,1.0,1.0,4,4,8,2.0,0.25,1.2356,1.6474
HumanEval/145,swarm,gemma-4b:scot,3,2,0,5,0.6,68.0,0.0,1.0,1.83,83.1,1.4,0.49,1622,0,1622,1.0,1.0,2,4,5,1.25,0.25,0.3699,0.6165
HumanEval/145,atomic_swarm,gemma-4b:scot,3,1,0,4,0.75,57.0,0.0,1.0,1.67,80.0,2.25,0.385,178,0,178,1.0,1.0,2,4,4,1.0,0.25,4.2135,5.618
HumanEval/145,soa,gemma-4b:few_shot,5,6,0,11,0.455,76.0,0.0,1.0,1.92,72.51,1.95,0.357,182,0,182,1.0,1.0,2,4,11,2.75,0.25,2.5,5.4945
HumanEval/145,coa,gemma-4b:few_shot,7,1,0,8,0.875,97.0,0.0,1.0,2.0,71.92,1.3,0.028,364,0,364,1.0,0.0909,0,10,9,0.9,0.0,2.4038,2.7473
HumanEval/145,consensus,gemma-4b:scot,3,7,0,10,0.3,74.0,0.0,1.0,1.91,73.85,1.85,0.374,2628,0,2628,1.0,1.0,2,4,10,2.5,0.25,0.1142,0.3805
HumanEval/145,swarm,gemma-4b:few_shot,1,0,0,1,1.0,47.0,0.0,0.0,2.0,81.86,0.2,0.139,698,0,698,1.0,0.0909,0,10,1,0.1,0.0,1.4327,1.4327
HumanEval/145,atomic_swarm,gemma-4b:few_shot,2,1,0,3,0.667,67.0,0.0,1.0,1.75,86.43,1.35,0.524,373,0,373,1.0,1.0,2,4,3,0.75,0.25,1.7882,2.681
HumanEval/145,hybrid,gemma-4b:few_shot,15,5,0,20,0.75,88.0,0.0,1.0,2.61,51.44,4.15,0.2,3644,0,3644,1.0,1.0,4,4,35,8.75,0.25,0.2058,0.2744
HumanEval/145,adversarial,gemma-4b:zero_shot,4,6,0,10,0.4,74.0,0.0,1.0,1.91,74.63,1.85,0.354,5470,0,5470,1.0,1.0,2,4,10,2.5,0.25,0.0731,0.1828
HumanEval/145,consensus,gemma-4b:few_shot,3,6,0,9,0.333,73.0,0.0,1.0,1.9,75.51,1.75,0.376,3318,0,3318,1.0,1.0,2,4,9,2.25,0.25,0.1004,0.3014
HumanEval/145,adversarial,gemma-4b:cot,3,7,0,10,0.3,74.0,0.0,1.0,1.91,74.56,1.85,0.359,3482,0,3482,1.0,1.0,2,4,10,2.5,0.25,0.0862,0.2872
HumanEval/145,adversarial,gemma-4b:scot,2,4,0,6,0.333,61.0,0.0,1.0,2.0,62.07,2.25,0.281,0,0,0,1.0,0.1667,0,11,6,0.55,0.0,0.0,0.0
HumanEval/145,adversarial,gemma-4b:few_shot,7,3,0,10,0.7,78.0,0.0,1.0,3.69,57.29,3.3,0.237,0,0,0,1.0,0.3158,2,18,31,1.72,0.06,0.0,0.0
HumanEval/145,self_healing,gemma-4b:zero_shot,4,5,0,9,0.444,73.0,0.0,1.0,1.9,76.7,1.75,0.379,0,0,0,1.0,1.0,2,4,9,2.25,0.25,0.0,0.0
HumanEval/145,self_healing,gemma-4b:cot,4,5,0,9,0.444,73.0,0.0,1.0,1.9,76.7,1.75,0.379,178,0,178,1.0,1.0,2,4,9,2.25,0.25,2.4944,5.618
HumanEval/145,self_healing,gemma-4b:scot,5,4,0,9,0.556,73.0,0.0,1.0,1.9,76.7,1.75,0.379,5528,357,5885,1.0,1.0,2,4,9,2.25,0.25,0.0945,0.1699
HumanEval/145,self_healing,gemma-4b:few_shot,5,4,0,9,0.556,73.0,0.0,1.0,1.9,76.7,1.75,0.379,3404,1376,4780,1.0,1.0,2,4,9,2.25,0.25,0.1163,0.2092
HumanEval/146,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.08,0.089,0,0,0,1.0,0.125,0,7,0,0.0,0.0,0.0,0.0
HumanEval/146,baseline,gemma-4b:zero_shot,11,2,0,13,0.846,82.0,0.0,1.0,2.29,66.43,3.46,0.341,183,0,183,1.0,0.6111,10,17,13,0.76,0.29,4.623,5.4645
HumanEval/146,actor_critic,gemma-4b:zero_shot,14,4,0,18,0.778,84.0,0.0,1.0,2.16,63.29,3.85,0.29,1027,0,1027,0.75,0.4615,8,12,18,1.5,0.33,0.7575,0.7303
HumanEval/146,competitive,gemma-4b:cot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.08,0.089,0,0,0,1.0,0.125,0,7,0,0.0,0.0,0.0,0.0
HumanEval/146,coa,gemma-4b:zero_shot,7,2,0,9,0.778,87.0,0.0,1.0,2.0,63.25,2.92,0.063,183,0,183,1.0,0.125,0,7,15,2.14,0.0,4.2514,5.4645
HumanEval/146,soa,gemma-4b:zero_shot,11,5,0,16,0.688,84.0,0.0,1.0,2.24,63.11,3.92,0.313,183,0,183,1.0,0.6111,10,17,16,0.94,0.29,3.7596,5.4645
HumanEval/146,atomic_swarm,gemma-4b:zero_shot,3,0,0,3,1.0,76.0,0.0,0.0,3.0,79.55,2.23,0.589,179,0,179,1.0,0.6111,10,17,3,0.18,0.29,5.5866,5.5866
HumanEval/146,baseline,gemma-4b:cot,11,3,0,14,0.786,83.0,0.0,1.0,2.27,65.2,3.62,0.326,759,0,759,1.0,0.6111,10,17,14,0.82,0.29,1.0356,1.3175
HumanEval/146,swarm,gemma-4b:zero_shot,5,3,0,8,0.625,79.0,0.0,1.0,2.44,72.66,2.77,0.459,1089,0,1089,1.0,0.6111,10,17,8,0.47,0.29,0.5739,0.9183
HumanEval/146,soa,gemma-4b:cot,12,4,0,16,0.75,84.0,0.0,1.0,2.24,63.33,3.92,0.303,366,0,366,1.0,0.6111,10,17,16,0.94,0.29,2.0492,2.7322
HumanEval/146,coa,gemma-4b:cot,7,2,0,9,0.778,87.0,0.0,1.0,2.0,63.25,2.92,0.063,183,0,183,1.0,0.125,0,7,15,2.14,0.0,4.2514,5.4645
HumanEval/146,competitive,gemma-4b:scot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.08,0.089,0,0,0,1.0,0.125,0,7,0,0.0,0.0,0.0,0.0
HumanEval/146,baseline,gemma-4b:scot,6,2,0,8,0.75,79.0,0.0,1.0,2.44,70.76,4.69,0.308,2621,0,2621,1.0,0.6111,10,17,8,0.47,0.29,0.2862,0.3815
HumanEval/146,hybrid,gemma-4b:zero_shot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24,3288,0,3288,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/146,consensus,gemma-4b:zero_shot,8,5,0,13,0.615,82.0,0.0,1.0,2.29,66.05,3.46,0.358,2361,0,2361,1.0,0.6111,10,17,13,0.76,0.29,0.2605,0.4235
HumanEval/146,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,76.0,0.0,0.0,3.0,79.55,2.23,0.589,774,0,774,1.0,0.6111,10,17,3,0.18,0.29,1.292,1.292
HumanEval/146,swarm,gemma-4b:cot,6,10,0,16,0.375,73.0,0.0,1.0,3.33,79.48,3.15,0.424,2893,0,2893,0.1,0.0556,10,17,2,0.12,0.29,0.1296,0.0346
HumanEval/146,competitive,gemma-4b:few_shot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.08,0.089,0,0,0,1.0,0.125,0,7,0,0.0,0.0,0.0,0.0
HumanEval/146,actor_critic,gemma-4b:cot,12,5,0,17,0.706,85.0,0.0,1.0,2.22,62.22,4.08,0.307,1109,0,1109,1.0,0.6111,10,17,17,1.0,0.29,0.6366,0.9017
HumanEval/146,coa,gemma-4b:scot,7,2,0,9,0.778,87.0,0.0,1.0,2.0,63.28,2.92,0.089,1336,0,1336,1.0,0.125,0,7,15,2.14,0.0,0.5823,0.7485
HumanEval/146,soa,gemma-4b:scot,11,5,0,16,0.688,84.0,0.0,1.0,2.24,63.11,3.92,0.313,1153,0,1153,1.0,0.6111,10,17,16,0.94,0.29,0.5967,0.8673
HumanEval/146,hybrid,gemma-4b:cot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.282,4951,0,4951,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/146,baseline,gemma-4b:few_shot,9,2,0,11,0.818,85.0,0.0,1.0,2.29,64.81,3.77,0.357,359,0,359,0.8,0.5333,10,14,12,0.86,0.36,2.2786,2.2284
HumanEval/146,actor_critic,gemma-4b:scot,5,5,0,10,0.5,80.0,0.0,1.0,2.36,72.17,4.62,0.266,1066,0,1066,1.0,0.6111,10,17,10,0.59,0.29,0.469,0.9381
HumanEval/146,consensus,gemma-4b:cot,12,3,0,15,0.8,84.0,0.0,1.0,2.25,63.73,3.77,0.33,2508,0,2508,1.0,0.6111,10,17,15,0.88,0.29,0.319,0.3987
HumanEval/146,atomic_swarm,gemma-4b:scot,3,0,0,3,1.0,76.0,0.0,0.0,3.0,79.55,2.23,0.589,2642,0,2642,1.0,0.6111,10,17,3,0.18,0.29,0.3785,0.3785
HumanEval/146,hybrid,gemma-4b:scot,5,5,0,10,0.5,78.0,0.0,1.0,2.64,72.23,4.77,0.204,2463,0,2463,1.0,0.6111,10,17,13,0.76,0.29,0.203,0.406
HumanEval/146,soa,gemma-4b:few_shot,11,5,0,16,0.688,84.0,0.0,1.0,2.24,63.11,3.92,0.313,362,0,362,1.0,0.6111,10,17,16,0.94,0.29,1.9006,2.7624
HumanEval/146,adversarial,gemma-4b:cot,14,5,0,19,0.737,86.0,0.0,1.0,2.2,59.58,4.38,0.257,1539,0,1539,1.0,0.6111,10,17,19,1.12,0.29,0.4789,0.6498
HumanEval/146,hybrid,gemma-4b:few_shot,17,3,0,20,0.85,87.0,0.0,1.0,2.87,48.59,6.31,0.224,3789,0,3789,0.8,0.5333,10,14,37,2.64,0.36,0.2243,0.2111
HumanEval/146,adversarial,gemma-4b:zero_shot,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.283,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
HumanEval/146,coa,gemma-4b:few_shot,7,2,0,9,0.778,87.0,0.0,1.0,2.0,63.25,2.92,0.063,1235,0,1235,1.0,0.125,0,7,15,2.14,0.0,0.63,0.8097
HumanEval/146,swarm,gemma-4b:few_shot,1,0,0,1,1.0,47.0,0.0,0.0,2.5,99.86,0.77,0.116,198,0,198,1.0,0.3333,0,5,1,0.2,0.0,5.0505,5.0505
HumanEval/146,atomic_swarm,gemma-4b:few_shot,3,0,0,3,1.0,76.0,0.0,0.0,3.0,79.55,2.23,0.589,911,0,911,1.0,0.6111,10,17,3,0.18,0.29,1.0977,1.0977
HumanEval/146,adversarial,gemma-4b:scot,3,4,0,7,0.429,76.0,0.0,1.0,3.12,69.64,2.92,0.369,370,0,370,1.0,0.6111,10,17,12,0.71,0.29,1.1595,2.7027
HumanEval/146,actor_critic,gemma-4b:few_shot,12,2,0,14,0.857,84.0,0.0,1.0,2.89,52.65,5.46,0.258,1332,0,1332,0.8,0.5333,10,14,30,2.14,0.36,0.6434,0.6006
HumanEval/146,adversarial,gemma-4b:few_shot,10,1,0,11,0.909,83.0,0.0,1.0,3.57,53.81,5.08,0.278,654,0,654,0.8,0.5333,10,14,30,2.14,0.36,1.3899,1.2232
HumanEval/146,consensus,gemma-4b:scot,8,6,0,14,0.571,83.0,0.0,1.0,2.27,65.12,3.62,0.319,6145,0,6145,1.0,0.6111,10,17,14,0.82,0.29,0.0929,0.1627
HumanEval/146,consensus,gemma-4b:few_shot,11,5,0,16,0.688,84.0,0.0,1.0,2.24,62.75,3.92,0.29,4733,0,4733,1.0,0.6111,10,17,16,0.94,0.29,0.1454,0.2113
HumanEval/146,swarm,gemma-4b:scot,0,0,1,1,0.0,0.0,0.0,1.0,3.5,76.8,5.31,0.292,3819,0,3819,0.1,0.0556,10,17,0,0.06,0.29,0.0,0.0262
HumanEval/146,self_healing,gemma-4b:zero_shot,8,5,0,13,0.615,82.0,0.0,1.0,2.29,66.69,3.46,0.335,1645,0,1645,1.0,0.6111,10,17,13,0.76,0.29,0.3739,0.6079
HumanEval/146,self_healing,gemma-4b:scot,8,5,0,13,0.615,82.0,0.0,1.0,2.29,66.69,3.46,0.335,881,0,881,1.0,0.6111,10,17,13,0.76,0.29,0.6981,1.1351
HumanEval/146,self_healing,gemma-4b:few_shot,8,4,0,12,0.667,82.0,0.0,1.0,2.31,67.81,3.31,0.333,1643,0,1643,1.0,0.6111,10,17,12,0.71,0.29,0.406,0.6086
HumanEval/146,self_healing,gemma-4b:cot,8,5,0,13,0.615,82.0,0.0,1.0,2.29,66.69,3.46,0.335,0,0,0,1.0,0.6111,10,17,13,0.76,0.29,0.0,0.0
HumanEval/147,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,25.0,0.0,1.0,0.0,100.0,0.06,0.089,0,0,0,1.0,0.0714,0,13,0,0.0,0.0,0.0,0.0
HumanEval/147,baseline,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.461,235,0,235,1.0,0.4091,8,21,10,0.48,0.19,1.7021,4.2553
HumanEval/147,actor_critic,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.46,642,0,642,1.0,0.4091,8,21,10,0.48,0.19,0.6231,1.5576
HumanEval/147,soa,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.462,692,0,692,1.0,0.4091,8,21,10,0.48,0.19,0.578,1.4451
HumanEval/147,competitive,gemma-4b:cot,0,0,0,0,0.0,25.0,0.0,1.0,0.0,100.0,0.06,0.089,0,0,0,1.0,0.0714,0,13,0,0.0,0.0,0.0,0.0
HumanEval/147,coa,gemma-4b:zero_shot,10,1,0,11,0.909,100.0,0.0,1.0,2.0,70.57,1.76,0.014,235,0,235,1.0,0.0714,0,13,11,0.85,0.0,3.8681,4.2553
HumanEval/147,baseline,gemma-4b:cot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.463,1224,0,1224,1.0,0.4091,8,21,10,0.48,0.19,0.3268,0.817
HumanEval/147,atomic_swarm,gemma-4b:zero_shot,2,1,0,3,0.667,100.0,0.0,1.0,1.67,68.04,0.71,0.018,462,0,462,1.0,0.0714,0,13,2,0.31,0.0,1.4437,2.1645
HumanEval/147,swarm,gemma-4b:zero_shot,4,1,0,5,0.8,84.0,0.0,1.0,2.67,81.87,1.94,0.546,432,0,432,1.0,0.4091,8,21,5,0.24,0.19,1.8519,2.3148
HumanEval/147,hybrid,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.42,74.07,2.53,0.464,1947,0,1947,0.125,0.0455,8,21,10,0.48,0.19,0.2054,0.0642
HumanEval/147,actor_critic,gemma-4b:cot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.463,632,0,632,1.0,0.4091,8,21,10,0.48,0.19,0.6329,1.5823
HumanEval/147,soa,gemma-4b:cot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.461,233,0,233,1.0,0.4091,8,21,10,0.48,0.19,1.7167,4.2918
HumanEval/147,consensus,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.46,1817,0,1817,1.0,0.4091,8,21,10,0.48,0.19,0.2201,0.5504
HumanEval/147,coa,gemma-4b:cot,10,1,0,11,0.909,100.0,0.0,1.0,2.0,70.57,1.76,0.017,2864,0,2864,1.0,0.0714,0,13,11,0.85,0.0,0.3174,0.3492
HumanEval/147,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,100.0,0.0,1.0,1.67,68.04,0.71,0.018,231,0,231,1.0,0.0714,0,13,2,0.31,0.0,2.8874,4.329
HumanEval/147,competitive,gemma-4b:scot,0,0,0,0,0.0,25.0,0.0,1.0,0.0,100.0,0.06,0.089,0,0,0,1.0,0.0714,0,13,0,0.0,0.0,0.0,0.0
HumanEval/147,baseline,gemma-4b:scot,5,5,0,10,0.5,87.0,0.0,1.0,2.36,73.27,3.53,0.32,2093,0,2093,1.0,0.4091,8,21,10,0.48,0.19,0.2389,0.4778
HumanEval/147,hybrid,gemma-4b:cot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.461,1781,0,1781,1.0,0.4091,8,21,10,0.48,0.19,0.2246,0.5615
HumanEval/147,swarm,gemma-4b:cot,4,2,0,6,0.667,85.0,0.0,1.0,2.57,80.59,2.06,0.523,1179,0,1179,1.0,0.4091,8,21,6,0.29,0.19,0.5657,0.8482
HumanEval/147,actor_critic,gemma-4b:scot,6,3,0,9,0.667,88.0,0.0,1.0,2.4,74.28,3.59,0.316,957,0,957,1.0,0.4091,8,21,9,0.62,0.19,0.697,1.0449
HumanEval/147,consensus,gemma-4b:cot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.464,3083,0,3083,1.0,0.4091,8,21,10,0.48,0.19,0.1297,0.3244
HumanEval/147,soa,gemma-4b:scot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.461,999,0,999,1.0,0.4091,8,21,10,0.48,0.19,0.4004,1.001
HumanEval/147,coa,gemma-4b:scot,10,1,0,11,0.909,100.0,0.0,1.0,2.0,70.57,1.76,0.017,235,0,235,1.0,0.0714,0,13,11,0.85,0.0,3.8681,4.2553
HumanEval/147,competitive,gemma-4b:few_shot,0,0,0,0,0.0,25.0,0.0,1.0,0.0,100.0,0.06,0.089,0,0,0,1.0,0.0714,0,13,0,0.0,0.0,0.0,0.0
HumanEval/147,atomic_swarm,gemma-4b:scot,2,1,0,3,0.667,100.0,0.0,1.0,1.67,68.04,0.71,0.018,462,0,462,1.0,0.0714,0,13,2,0.31,0.0,1.4437,2.1645
HumanEval/147,baseline,gemma-4b:few_shot,10,3,0,13,0.769,90.0,0.0,1.0,2.25,67.11,3.41,0.362,891,0,891,1.0,0.3636,8,21,14,0.67,0.19,0.8631,1.1223
HumanEval/147,actor_critic,gemma-4b:few_shot,12,4,0,16,0.75,92.0,0.0,1.0,2.37,62.6,3.94,0.326,891,0,891,1.0,0.3636,8,21,20,0.95,0.19,0.8418,1.1223
HumanEval/147,swarm,gemma-4b:scot,4,2,0,6,0.667,85.0,0.0,1.0,2.57,80.59,2.06,0.523,948,0,948,1.0,0.4091,8,21,6,0.29,0.19,0.7036,1.0549
HumanEval/147,hybrid,gemma-4b:scot,5,1,0,6,0.833,84.0,0.0,1.0,2.57,81.05,2.0,0.526,2096,0,2096,1.0,0.4091,8,21,6,0.29,0.19,0.3974,0.4771
HumanEval/147,consensus,gemma-4b:scot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.462,2058,0,2058,1.0,0.4091,8,21,10,0.48,0.19,0.1944,0.4859
HumanEval/147,soa,gemma-4b:few_shot,4,6,0,10,0.4,87.0,0.0,1.0,2.36,75.89,2.47,0.462,233,0,233,1.0,0.4091,8,21,10,0.48,0.19,1.7167,4.2918
