task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,model,real_branch_coverage,real_line_coverage
HumanEval/153,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.04,0.037,0,0,0,gemma-4b,0.0,0.0
HumanEval/153,actor_critic,gemma-4b:zero_shot,10,4,0,14,0.714,74.0,,1.0,2.33,73.51,2.07,0.478,3564,803,4367,gemma-4b,0.0,0.0
HumanEval/153,competitive,gemma-4b:cot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.04,0.037,0,0,0,gemma-4b,0.0,0.0
HumanEval/153,soa,gemma-4b:zero_shot,9,3,0,12,0.75,74.0,,1.0,2.54,73.23,2.04,0.493,677,0,677,gemma-4b,0.0,0.0
HumanEval/153,baseline,gemma-4b:cot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.507,1068,0,1068,gemma-4b,0.0,0.0
HumanEval/153,coa,gemma-4b:zero_shot,7,1,0,8,0.875,93.0,,1.0,2.0,74.48,0.96,0.13,2098,0,2098,gemma-4b,0.0,0.0
HumanEval/153,actor_critic,gemma-4b:cot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.507,1166,0,1166,gemma-4b,0.0,0.0
HumanEval/153,competitive,gemma-4b:scot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.04,0.037,0,0,0,gemma-4b,0.0,0.0
HumanEval/153,atomic_swarm,gemma-4b:zero_shot,1,2,0,3,0.333,49.0,,1.0,4.0,77.0,2.41,0.464,991,0,991,gemma-4b,0.0,0.0
HumanEval/153,soa,gemma-4b:cot,10,3,0,13,0.769,75.0,,1.0,2.5,72.19,2.11,0.472,2303,0,2303,gemma-4b,0.0,0.0
HumanEval/153,baseline,gemma-4b:scot,0,0,8,8,0.0,27.0,,1.0,2.56,66.84,2.78,0.404,2878,0,2878,gemma-4b,0.0,0.0
HumanEval/153,coa,gemma-4b:cot,7,1,0,8,0.875,93.0,,1.0,2.0,74.48,0.96,0.13,721,0,721,gemma-4b,0.0,0.0
HumanEval/153,swarm,gemma-4b:zero_shot,6,0,0,6,1.0,66.0,,0.2,2.71,81.54,1.52,0.619,2042,0,2042,gemma-4b,0.0,0.0
HumanEval/153,hybrid,gemma-4b:zero_shot,20,4,0,24,0.833,80.0,,1.0,2.2,63.95,2.81,0.376,2878,0,2878,gemma-4b,0.0,0.0
HumanEval/153,actor_critic,gemma-4b:scot,8,1,0,9,0.889,69.0,,1.0,2.5,70.56,2.56,0.404,1438,0,1438,gemma-4b,0.0,0.0
HumanEval/153,atomic_swarm,gemma-4b:cot,1,2,0,3,0.333,49.0,,1.0,4.0,77.0,2.41,0.464,2882,0,2882,gemma-4b,0.0,0.0
HumanEval/153,hybrid,gemma-4b:cot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.507,4995,0,4995,gemma-4b,0.0,0.0
HumanEval/153,swarm,gemma-4b:cot,7,1,0,8,0.875,69.0,,1.0,2.56,80.05,1.67,0.571,2262,0,2262,gemma-4b,0.0,0.0
HumanEval/153,consensus,gemma-4b:zero_shot,10,2,0,12,0.833,74.0,,1.0,2.54,73.23,2.04,0.487,5246,0,5246,gemma-4b,0.0,0.0
HumanEval/153,baseline,gemma-4b:few_shot,10,0,0,10,1.0,75.0,,0.2,2.38,73.23,2.15,0.515,1554,0,1554,gemma-4b,0.0,0.0
HumanEval/153,coa,gemma-4b:scot,7,1,0,8,0.875,93.0,,1.0,2.0,74.48,0.96,0.13,993,0,993,gemma-4b,0.0,0.0
HumanEval/153,soa,gemma-4b:scot,10,2,0,12,0.833,74.0,,1.0,2.54,73.23,2.04,0.489,331,0,331,gemma-4b,0.0,0.0
HumanEval/153,competitive,gemma-4b:few_shot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.04,0.037,0,0,0,gemma-4b,0.0,0.0
HumanEval/153,actor_critic,gemma-4b:few_shot,16,0,0,16,1.0,79.0,,0.2,2.26,66.72,2.59,0.457,4179,0,4179,gemma-4b,0.0,0.0
HumanEval/153,hybrid,gemma-4b:scot,0,1,0,1,0.0,59.0,,1.0,7.0,83.46,1.3,0.625,889,0,889,gemma-4b,0.0,0.0
HumanEval/153,consensus,gemma-4b:cot,9,4,0,13,0.692,73.0,,1.0,2.36,74.6,2.0,0.49,3569,0,3569,gemma-4b,0.0,0.0
HumanEval/153,atomic_swarm,gemma-4b:scot,1,2,0,3,0.333,49.0,,1.0,4.0,77.0,2.41,0.464,329,0,329,gemma-4b,0.0,0.0
HumanEval/153,coa,gemma-4b:few_shot,7,1,0,8,0.875,93.0,,1.0,2.0,74.48,0.96,0.13,1503,0,1503,gemma-4b,0.0,0.0
HumanEval/153,soa,gemma-4b:few_shot,9,3,0,12,0.75,74.0,,1.0,2.54,73.23,2.04,0.484,1170,0,1170,gemma-4b,0.0,0.0
HumanEval/153,adversarial,gemma-4b:zero_shot,9,1,0,10,0.9,70.0,,1.0,2.45,78.03,1.78,0.531,333,0,333,gemma-4b,0.0,0.0
HumanEval/153,adversarial,gemma-4b:cot,8,2,0,10,0.8,70.0,,1.0,2.45,78.03,1.78,0.55,0,0,0,gemma-4b,0.0,0.0
HumanEval/153,consensus,gemma-4b:few_shot,9,4,0,13,0.692,75.0,,1.0,2.5,72.19,2.11,0.478,4189,0,4189,gemma-4b,0.0,0.0
HumanEval/153,swarm,gemma-4b:few_shot,1,0,0,1,1.0,38.0,,0.2,3.0,88.23,0.63,0.194,560,0,560,gemma-4b,0.0,0.0
HumanEval/153,swarm,gemma-4b:scot,6,1,0,7,0.857,67.0,,1.0,2.62,81.26,1.59,0.581,2133,0,2133,gemma-4b,0.0,0.0
HumanEval/153,atomic_swarm,gemma-4b:few_shot,1,2,0,3,0.333,64.0,,1.0,3.25,85.41,1.41,0.67,2133,0,2133,gemma-4b,0.0,0.0
HumanEval/153,adversarial,gemma-4b:scot,6,2,0,8,0.75,68.0,,1.0,2.56,67.02,2.63,0.409,375,0,375,gemma-4b,0.0,0.0
HumanEval/153,consensus,gemma-4b:scot,9,2,0,11,0.818,73.0,,1.0,2.58,74.29,1.96,0.515,3355,0,3355,gemma-4b,0.0,0.0
HumanEval/153,hybrid,gemma-4b:few_shot,22,1,0,23,0.957,84.0,,1.0,2.62,55.55,3.52,0.367,2715,0,2715,gemma-4b,0.0,0.0
HumanEval/153,adversarial,gemma-4b:few_shot,15,0,0,15,1.0,78.0,,0.2,2.28,68.01,2.56,0.457,717,0,717,gemma-4b,0.0,0.0
HumanEval/153,self_healing,gemma-4b:cot,10,1,0,11,0.909,73.0,,1.0,2.58,74.29,1.96,0.495,318,0,318,gemma-4b,0.0,0.0
HumanEval/153,self_healing,gemma-4b:scot,11,1,0,12,0.917,72.0,,1.0,2.38,75.72,1.93,0.502,329,0,329,gemma-4b,0.0,0.0
HumanEval/153,self_healing,gemma-4b:few_shot,9,2,0,11,0.818,71.0,,1.0,2.42,76.86,1.85,0.522,334,0,334,gemma-4b,0.0,0.0
HumanEval/153,self_healing,gemma-4b:zero_shot,10,1,0,11,0.909,73.0,,1.0,2.58,74.29,1.96,0.495,514,0,514,gemma-4b,0.0,0.0
HumanEval/154,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.06,0.086,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,baseline,gemma-4b:zero_shot,6,1,0,7,0.857,69.0,,1.0,4.11,65.61,2.82,0.362,2051,626,2677,gemma-4b,0.0,0.0
HumanEval/154,soa,gemma-4b:zero_shot,6,1,0,7,0.857,69.0,,1.0,4.11,65.61,2.82,0.362,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,coa,gemma-4b:zero_shot,8,1,0,9,0.889,98.0,,1.0,3.0,65.51,2.0,0.176,2461,0,2461,gemma-4b,0.0,0.0
HumanEval/154,competitive,gemma-4b:cot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.06,0.086,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,atomic_swarm,gemma-4b:zero_shot,2,0,0,2,1.0,83.0,,0.5,3.33,62.35,0.71,0.127,1221,0,1221,gemma-4b,0.0,0.0
HumanEval/154,baseline,gemma-4b:cot,6,1,0,7,0.857,66.0,,1.0,3.89,67.96,2.76,0.374,241,0,241,gemma-4b,0.0,0.0
HumanEval/154,swarm,gemma-4b:zero_shot,4,3,0,7,0.571,57.0,,1.0,2.11,80.2,1.82,0.55,693,0,693,gemma-4b,0.0,0.0
HumanEval/154,hybrid,gemma-4b:zero_shot,3,6,0,9,0.333,61.0,,1.0,4.3,62.29,3.12,0.315,2742,0,2742,gemma-4b,0.0,0.0
HumanEval/154,soa,gemma-4b:cot,6,1,0,7,0.857,69.0,,1.0,4.11,65.61,2.82,0.362,181,0,181,gemma-4b,0.0,0.0
HumanEval/154,actor_critic,gemma-4b:zero_shot,9,2,0,11,0.818,70.0,,1.0,3.38,61.4,3.29,0.335,3587,0,3587,gemma-4b,0.0,0.0
HumanEval/154,coa,gemma-4b:cot,8,1,0,9,0.889,98.0,,1.0,3.0,65.54,2.0,0.163,3770,0,3770,gemma-4b,0.0,0.0
HumanEval/154,competitive,gemma-4b:scot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.06,0.086,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,consensus,gemma-4b:zero_shot,3,4,0,7,0.429,61.0,,1.0,4.38,67.01,2.65,0.348,6086,0,6086,gemma-4b,0.0,0.0
HumanEval/154,baseline,gemma-4b:scot,2,3,0,5,0.4,52.0,,1.0,6.17,70.09,4.0,0.271,453,0,453,gemma-4b,0.0,0.0
HumanEval/154,hybrid,gemma-4b:cot,10,1,0,11,0.909,75.0,,1.0,2.83,67.38,2.76,0.399,2185,0,2185,gemma-4b,0.0,0.0
HumanEval/154,atomic_swarm,gemma-4b:cot,2,0,0,2,1.0,84.0,,0.5,3.33,61.59,0.76,0.125,613,0,613,gemma-4b,0.0,0.0
HumanEval/154,actor_critic,gemma-4b:cot,3,5,0,8,0.375,55.0,,1.0,4.78,61.84,3.12,0.314,1390,0,1390,gemma-4b,0.0,0.0
HumanEval/154,swarm,gemma-4b:cot,5,5,0,10,0.5,48.0,,1.0,2.67,88.8,1.88,0.537,2732,0,2732,gemma-4b,0.0,0.0
HumanEval/154,competitive,gemma-4b:few_shot,0,0,0,0,0.0,11.0,,1.0,0.0,100.0,0.06,0.086,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,soa,gemma-4b:scot,6,1,0,7,0.857,71.0,,1.0,4.11,64.56,2.94,0.384,364,0,364,gemma-4b,0.0,0.0
HumanEval/154,coa,gemma-4b:scot,8,1,0,9,0.889,98.0,,1.0,3.11,64.62,2.06,0.177,2469,0,2469,gemma-4b,0.0,0.0
HumanEval/154,adversarial,gemma-4b:zero_shot,6,1,0,7,0.857,67.0,,1.0,3.78,68.7,2.71,0.375,2469,0,2469,gemma-4b,0.0,0.0
HumanEval/154,baseline,gemma-4b:few_shot,12,0,0,12,1.0,76.0,,0.0,2.27,66.11,3.06,0.358,1259,0,1259,gemma-4b,0.0,0.0
HumanEval/154,actor_critic,gemma-4b:few_shot,6,0,0,6,1.0,68.0,,0.0,3.0,77.06,2.0,0.522,4502,0,4502,gemma-4b,0.0,0.0
HumanEval/154,atomic_swarm,gemma-4b:scot,2,0,0,2,1.0,84.0,,0.5,3.33,61.59,0.76,0.125,179,0,179,gemma-4b,0.0,0.0
HumanEval/154,consensus,gemma-4b:cot,3,4,0,7,0.429,59.0,,1.0,4.62,65.57,2.76,0.335,3584,0,3584,gemma-4b,0.0,0.0
HumanEval/154,actor_critic,gemma-4b:scot,7,3,0,10,0.7,58.0,,1.0,3.45,71.35,3.88,0.277,2698,0,2698,gemma-4b,0.0,0.0
HumanEval/154,coa,gemma-4b:few_shot,8,1,0,9,0.889,98.0,,1.0,3.0,65.54,2.0,0.163,3036,0,3036,gemma-4b,0.0,0.0
HumanEval/154,hybrid,gemma-4b:scot,8,2,0,10,0.8,64.0,,1.0,3.09,72.94,3.71,0.285,2497,0,2497,gemma-4b,0.0,0.0
HumanEval/154,swarm,gemma-4b:few_shot,1,0,0,1,1.0,85.0,,0.5,7.0,65.94,0.53,0.067,414,0,414,gemma-4b,0.0,0.0
HumanEval/154,swarm,gemma-4b:scot,5,3,0,8,0.625,59.0,,1.0,2.1,80.65,2.41,0.316,4603,0,4603,gemma-4b,0.0,0.0
HumanEval/154,soa,gemma-4b:few_shot,3,5,0,8,0.375,54.0,,1.0,4.67,62.71,3.06,0.303,3572,0,3572,gemma-4b,0.0,0.0
HumanEval/154,atomic_swarm,gemma-4b:few_shot,2,0,0,2,1.0,84.0,,0.5,3.33,61.59,0.76,0.125,342,0,342,gemma-4b,0.0,0.0
HumanEval/154,adversarial,gemma-4b:cot,5,3,0,8,0.625,65.0,,1.0,4.0,66.53,2.71,0.351,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,consensus,gemma-4b:few_shot,6,1,0,7,0.857,66.0,,1.0,4.11,65.61,2.82,0.357,2075,0,2075,gemma-4b,0.0,0.0
HumanEval/154,adversarial,gemma-4b:scot,0,0,0,0,0.0,16.0,,1.0,3.0,42.58,1.94,0.421,167,0,167,gemma-4b,0.0,0.0
HumanEval/154,adversarial,gemma-4b:few_shot,10,2,0,12,0.833,80.0,,1.0,3.4,55.66,4.06,0.296,780,0,780,gemma-4b,0.0,0.0
HumanEval/154,consensus,gemma-4b:scot,3,4,0,7,0.429,58.0,,1.0,4.75,64.89,2.82,0.327,3350,0,3350,gemma-4b,0.0,0.0
HumanEval/154,hybrid,gemma-4b:few_shot,5,1,0,6,0.833,52.0,,1.0,10.44,37.27,6.59,0.192,10591,0,10591,gemma-4b,0.0,0.0
HumanEval/154,self_healing,gemma-4b:zero_shot,6,1,0,7,0.857,71.0,,1.0,4.11,64.56,2.94,0.384,1229,0,1229,gemma-4b,0.0,0.0
HumanEval/154,self_healing,gemma-4b:cot,5,2,0,7,0.714,68.0,,1.0,4.33,63.26,3.06,0.368,0,0,0,gemma-4b,0.0,0.0
HumanEval/154,self_healing,gemma-4b:scot,5,2,0,7,0.714,65.0,,1.0,3.78,67.75,2.65,0.376,2641,0,2641,gemma-4b,0.0,0.0
HumanEval/154,self_healing,gemma-4b:few_shot,6,1,0,7,0.857,71.0,,1.0,4.11,64.56,2.94,0.383,955,0,955,gemma-4b,0.0,0.0
HumanEval/155,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.095,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,baseline,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,943,1265,2208,gemma-4b,0.0,0.0
HumanEval/155,actor_critic,gemma-4b:zero_shot,12,2,0,14,0.857,88.0,,1.0,2.13,62.41,4.36,0.25,1564,890,2454,gemma-4b,0.0,0.0
HumanEval/155,coa,gemma-4b:zero_shot,6,1,0,7,0.857,94.0,,1.0,2.0,73.86,2.36,0.08,2623,555,3178,gemma-4b,0.0,0.0
HumanEval/155,soa,gemma-4b:zero_shot,6,1,0,7,0.857,80.0,,1.0,3.12,67.41,3.45,0.299,2750,555,3305,gemma-4b,0.0,0.0
HumanEval/155,baseline,gemma-4b:cot,10,0,0,10,1.0,86.0,,0.0,2.25,65.6,3.73,0.273,432,0,432,gemma-4b,0.0,0.0
HumanEval/155,swarm,gemma-4b:zero_shot,7,0,0,7,1.0,81.0,,0.0,2.12,75.25,2.73,0.391,1638,8192,9830,gemma-4b,0.0,0.0
HumanEval/155,competitive,gemma-4b:cot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.095,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,actor_critic,gemma-4b:cot,8,0,0,8,1.0,87.0,,0.0,2.9,63.36,3.91,0.265,2289,8192,10481,gemma-4b,0.0,0.0
HumanEval/155,atomic_swarm,gemma-4b:zero_shot,3,0,0,3,1.0,62.0,,0.0,3.2,75.12,3.82,0.355,297,0,297,gemma-4b,0.0,0.0
HumanEval/155,consensus,gemma-4b:zero_shot,5,2,0,7,0.714,84.0,,1.0,2.88,69.13,3.27,0.315,1679,0,1679,gemma-4b,0.0,0.0
HumanEval/155,hybrid,gemma-4b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.223,1365,0,1365,gemma-4b,0.0,0.0
HumanEval/155,soa,gemma-4b:cot,6,1,0,7,0.857,84.0,,1.0,2.88,69.13,3.27,0.315,1035,372,1407,gemma-4b,0.0,0.0
HumanEval/155,competitive,gemma-4b:scot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.095,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,coa,gemma-4b:cot,6,1,0,7,0.857,94.0,,1.0,2.0,73.4,2.36,0.083,1697,372,2069,gemma-4b,0.0,0.0
HumanEval/155,hybrid,gemma-4b:cot,8,0,0,8,1.0,87.0,,0.0,3.1,62.63,4.0,0.256,1403,0,1403,gemma-4b,0.0,0.0
HumanEval/155,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,62.0,,0.0,3.2,75.12,3.82,0.355,2035,0,2035,gemma-4b,0.0,0.0
HumanEval/155,swarm,gemma-4b:cot,1,0,0,1,1.0,73.0,,0.0,2.5,88.76,1.73,0.498,3013,0,3013,gemma-4b,0.0,0.0
HumanEval/155,baseline,gemma-4b:scot,8,2,0,10,0.8,84.0,,1.0,2.09,77.67,4.73,0.212,1789,0,1789,gemma-4b,0.0,0.0
HumanEval/155,actor_critic,gemma-4b:scot,9,0,0,9,1.0,85.0,,0.0,2.2,76.83,4.91,0.207,904,0,904,gemma-4b,0.0,0.0
HumanEval/155,self_healing,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,1880,0,1880,gemma-4b,0.0,0.0
HumanEval/155,soa,gemma-4b:scot,6,1,0,7,0.857,84.0,,1.0,2.88,69.13,3.27,0.315,127,0,127,gemma-4b,0.0,0.0
HumanEval/155,consensus,gemma-4b:cot,5,2,0,7,0.714,84.0,,1.0,2.88,69.13,3.27,0.315,1679,0,1679,gemma-4b,0.0,0.0
HumanEval/155,baseline,gemma-4b:few_shot,11,0,0,11,1.0,89.0,,0.0,2.29,60.13,4.82,0.231,2306,0,2306,gemma-4b,0.0,0.0
HumanEval/155,coa,gemma-4b:scot,6,1,0,7,0.857,94.0,,1.0,2.0,73.4,2.36,0.083,497,0,497,gemma-4b,0.0,0.0
HumanEval/155,competitive,gemma-4b:few_shot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.095,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,hybrid,gemma-4b:scot,7,1,0,8,0.875,82.0,,1.0,2.11,79.29,4.45,0.203,1551,0,1551,gemma-4b,0.0,0.0
HumanEval/155,atomic_swarm,gemma-4b:scot,3,0,0,3,1.0,62.0,,0.0,3.2,75.12,3.82,0.355,123,0,123,gemma-4b,0.0,0.0
HumanEval/155,swarm,gemma-4b:scot,7,0,0,7,1.0,82.0,,0.0,2.12,74.58,2.82,0.369,925,0,925,gemma-4b,0.0,0.0
HumanEval/155,actor_critic,gemma-4b:few_shot,5,1,0,6,0.833,83.0,,1.0,2.29,73.39,2.91,0.355,2378,8192,10570,gemma-4b,0.0,0.0
HumanEval/155,adversarial,gemma-4b:zero_shot,11,0,0,11,1.0,85.0,,0.0,2.08,68.35,3.55,0.28,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,consensus,gemma-4b:scot,4,3,0,7,0.571,84.0,,1.0,2.88,69.13,3.27,0.315,1792,0,1792,gemma-4b,0.0,0.0
HumanEval/155,soa,gemma-4b:few_shot,7,2,0,9,0.778,85.0,,1.0,2.7,66.39,3.64,0.288,677,0,677,gemma-4b,0.0,0.0
HumanEval/155,coa,gemma-4b:few_shot,6,1,0,7,0.857,94.0,,1.0,2.0,73.86,2.36,0.08,127,0,127,gemma-4b,0.0,0.0
HumanEval/155,swarm,gemma-4b:few_shot,1,0,0,1,1.0,73.0,,0.0,2.5,61.13,1.36,0.279,174,0,174,gemma-4b,0.0,0.0
HumanEval/155,self_healing,gemma-4b:cot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,atomic_swarm,gemma-4b:few_shot,3,0,0,3,1.0,62.0,,0.0,3.2,74.58,3.91,0.336,493,0,493,gemma-4b,0.0,0.0
HumanEval/155,adversarial,gemma-4b:cot,10,0,0,10,1.0,86.0,,0.0,2.25,65.6,3.73,0.274,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,consensus,gemma-4b:few_shot,3,2,0,5,0.6,82.0,,1.0,3.17,72.21,2.91,0.351,2136,0,2136,gemma-4b,0.0,0.0
HumanEval/155,self_healing,gemma-4b:scot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,742,0,742,gemma-4b,0.0,0.0
HumanEval/155,hybrid,gemma-4b:few_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.131,2736,8192,10928,gemma-4b,0.0,0.0
HumanEval/155,adversarial,gemma-4b:scot,7,1,0,8,0.875,82.0,,1.0,2.11,79.11,4.45,0.192,432,0,432,gemma-4b,0.0,0.0
HumanEval/155,self_healing,gemma-4b:few_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,0,0,0,gemma-4b,0.0,0.0
HumanEval/155,adversarial,gemma-4b:few_shot,8,0,0,8,1.0,92.0,,0.0,5.09,47.15,7.0,0.156,4754,0,4754,gemma-4b,0.0,0.0
HumanEval/156,competitive,gemma-4b:zero_shot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.05,0.063,0,0,0,gemma-4b,0.0,0.0
HumanEval/156,baseline,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,682,609,1291,gemma-4b,0.0,0.0
HumanEval/156,actor_critic,gemma-4b:zero_shot,26,1,0,27,0.963,89.0,,1.0,2.04,56.37,4.05,0.193,2714,1464,4178,gemma-4b,0.0,0.0
HumanEval/156,coa,gemma-4b:zero_shot,9,0,0,9,1.0,100.0,,0.333,2.0,74.42,1.37,0.142,327,0,327,gemma-4b,0.0,0.0
HumanEval/156,competitive,gemma-4b:cot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.05,0.063,0,0,0,gemma-4b,0.0,0.0
HumanEval/156,hybrid,gemma-4b:zero_shot,4,1,0,5,0.8,84.0,,1.0,7.0,58.56,3.26,0.214,2810,0,2810,gemma-4b,0.0,0.0
HumanEval/156,soa,gemma-4b:zero_shot,27,3,0,30,0.9,90.0,,1.0,2.03,54.18,4.37,0.181,333,0,333,gemma-4b,0.0,0.0
HumanEval/156,atomic_swarm,gemma-4b:zero_shot,2,1,0,3,0.667,100.0,,1.0,1.67,65.13,0.74,0.036,835,0,835,gemma-4b,0.0,0.0
HumanEval/156,swarm,gemma-4b:zero_shot,9,0,0,9,1.0,81.0,,0.0,2.1,74.29,2.21,0.332,1302,0,1302,gemma-4b,0.0,0.0
HumanEval/156,baseline,gemma-4b:cot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,229,0,229,gemma-4b,0.0,0.0
HumanEval/156,coa,gemma-4b:cot,9,0,0,9,1.0,100.0,,0.333,2.0,74.42,1.37,0.142,338,0,338,gemma-4b,0.0,0.0
HumanEval/156,competitive,gemma-4b:scot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.05,0.063,0,0,0,gemma-4b,0.0,0.0
HumanEval/156,soa,gemma-4b:cot,27,3,0,30,0.9,90.0,,1.0,2.03,54.18,4.37,0.181,395,0,395,gemma-4b,0.0,0.0
HumanEval/156,actor_critic,gemma-4b:cot,22,0,0,22,1.0,88.0,,0.0,2.04,60.43,3.53,0.219,1078,0,1078,gemma-4b,0.0,0.0
HumanEval/156,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,100.0,,1.0,1.67,65.13,0.74,0.036,167,0,167,gemma-4b,0.0,0.0
HumanEval/156,competitive,gemma-4b:few_shot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.05,0.063,0,0,0,gemma-4b,0.0,0.0
HumanEval/156,swarm,gemma-4b:cot,25,1,0,26,0.962,76.0,,1.0,2.25,77.16,3.11,0.322,1599,0,1599,gemma-4b,0.0,0.0
HumanEval/156,hybrid,gemma-4b:cot,0,1,0,1,0.0,56.0,,1.0,19.5,59.78,3.11,0.229,4178,0,4178,gemma-4b,0.0,0.0
HumanEval/156,consensus,gemma-4b:zero_shot,3,0,0,3,1.0,74.0,,0.0,2.25,56.29,1.05,0.209,3826,0,3826,gemma-4b,0.0,0.0
HumanEval/156,baseline,gemma-4b:scot,8,8,0,16,0.5,71.0,,1.0,3.88,59.87,6.16,0.131,1847,0,1847,gemma-4b,0.0,0.0
HumanEval/156,baseline,gemma-4b:few_shot,16,1,0,17,0.941,88.0,,1.0,2.05,61.18,3.53,0.204,347,0,347,gemma-4b,0.0,0.0
HumanEval/156,soa,gemma-4b:scot,27,3,0,30,0.9,90.0,,1.0,2.03,54.18,4.37,0.181,2236,0,2236,gemma-4b,0.0,0.0
HumanEval/156,actor_critic,gemma-4b:scot,4,1,0,5,0.8,81.0,,1.0,5.5,64.41,2.79,0.257,1125,0,1125,gemma-4b,0.0,0.0
HumanEval/156,adversarial,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,171,0,171,gemma-4b,0.0,0.0
HumanEval/156,coa,gemma-4b:scot,9,0,0,9,1.0,100.0,,0.333,2.0,74.42,1.37,0.142,171,0,171,gemma-4b,0.0,0.0
HumanEval/156,atomic_swarm,gemma-4b:scot,2,1,0,3,0.667,100.0,,1.0,1.67,65.13,0.74,0.036,2365,0,2365,gemma-4b,0.0,0.0
HumanEval/156,swarm,gemma-4b:few_shot,1,0,0,1,1.0,100.0,,0.333,2.0,81.86,0.21,0.149,180,0,180,gemma-4b,0.0,0.0
HumanEval/156,coa,gemma-4b:few_shot,9,0,0,9,1.0,100.0,,0.333,2.0,74.42,1.37,0.142,509,0,509,gemma-4b,0.0,0.0
HumanEval/156,soa,gemma-4b:few_shot,27,3,0,30,0.9,90.0,,1.0,2.03,54.18,4.37,0.181,1379,0,1379,gemma-4b,0.0,0.0
HumanEval/156,atomic_swarm,gemma-4b:few_shot,2,1,0,3,0.667,100.0,,1.0,1.67,65.13,0.74,0.036,1910,0,1910,gemma-4b,0.0,0.0
HumanEval/156,adversarial,gemma-4b:cot,18,1,0,19,0.947,86.0,,1.0,2.05,63.17,3.21,0.239,2128,0,2128,gemma-4b,0.0,0.0
HumanEval/156,swarm,gemma-4b:scot,18,0,0,18,1.0,86.0,,0.0,2.05,63.8,3.16,0.269,3276,0,3276,gemma-4b,0.0,0.0
HumanEval/156,hybrid,gemma-4b:few_shot,12,0,0,12,1.0,90.0,,0.0,4.2,49.09,4.68,0.158,11958,0,11958,gemma-4b,0.0,0.0
HumanEval/156,adversarial,gemma-4b:scot,2,2,0,4,0.5,79.0,,1.0,7.2,68.48,3.89,0.177,14604,0,14604,gemma-4b,0.0,0.0
HumanEval/156,hybrid,gemma-4b:scot,4,2,0,6,0.667,78.0,,1.0,6.29,59.0,3.37,0.214,7600,0,7600,gemma-4b,0.0,0.0
HumanEval/156,consensus,gemma-4b:few_shot,3,0,0,3,1.0,74.0,,0.0,2.25,56.29,1.05,0.209,5127,0,5127,gemma-4b,0.0,0.0
