task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,norm_config
HumanEval/160,consensus,gemma-27b:zero_shot,19,9,0,28,0.679,92.0,,1.0,2.23,55.1,3.73,0.324,3156.0,0.0,3156.0,
HumanEval/161,consensus,gemma-27b:zero_shot,10,2,0,12,0.833,100.0,,1.0,2.0,52.19,1.32,0.108,1531.0,0.0,1531.0,
HumanEval/162,consensus,gemma-27b:zero_shot,2,7,0,9,0.222,82.0,,1.0,2.2,72.94,3.0,0.272,1774.0,0.0,1774.0,
HumanEval/163,consensus,gemma-27b:zero_shot,14,5,0,19,0.737,96.0,,1.0,2.15,63.42,5.0,0.28,13571.0,0.0,13571.0,
HumanEval/139,hybrid,gemma-27b:zero_shot,6,1,0,7,0.857,87.0,,1.0,2.89,67.99,4.0,0.244,2092.0,0.0,2092.0,
HumanEval/140,hybrid,gemma-27b:zero_shot,0,0,0,0,0.0,25.0,,1.0,0.0,100.0,0.07,0.015,0.0,0.0,0.0,
HumanEval/141,hybrid,gemma-27b:zero_shot,7,0,0,7,1.0,81.0,,0.0,6.78,57.01,3.68,0.37,2716.0,0.0,2716.0,
HumanEval/142,hybrid,gemma-27b:zero_shot,8,14,0,22,0.364,85.0,,1.0,2.33,50.2,3.89,0.332,2213.0,0.0,2213.0,
HumanEval/143,hybrid,gemma-27b:zero_shot,17,17,0,34,0.5,90.0,,1.0,2.08,48.66,5.3,0.236,2389.0,0.0,2389.0,
HumanEval/144,hybrid,gemma-27b:zero_shot,93,0,0,93,1.0,94.0,,0.0,1.94,59.71,10.15,0.247,3295.0,0.0,3295.0,
HumanEval/145,hybrid,gemma-27b:zero_shot,8,9,0,17,0.471,77.0,,1.0,2.11,62.41,2.7,0.269,3160.0,0.0,3160.0,
HumanEval/146,hybrid,gemma-27b:zero_shot,15,8,0,23,0.652,88.0,,1.0,2.16,53.72,4.92,0.236,3086.0,0.0,3086.0,
HumanEval/147,hybrid,gemma-27b:zero_shot,10,36,0,46,0.217,92.0,,1.0,2.2,60.01,5.76,0.285,1566.0,0.0,1566.0,
HumanEval/148,hybrid,gemma-27b:zero_shot,25,7,0,32,0.781,72.0,,1.0,2.5,87.49,3.1,0.505,6032.0,0.0,6032.0,
HumanEval/149,hybrid,gemma-27b:zero_shot,12,9,0,21,0.571,87.0,,1.0,2.17,62.91,3.14,0.362,3262.0,0.0,3262.0,
HumanEval/150,hybrid,gemma-27b:zero_shot,5,0,0,5,1.0,83.0,,0.0,9.0,55.16,7.5,0.198,2170.0,0.0,2170.0,
HumanEval/151,hybrid,gemma-27b:zero_shot,23,2,0,25,0.92,88.0,,1.0,2.15,56.7,4.53,0.268,5290.0,0.0,5290.0,
HumanEval/152,hybrid,gemma-27b:zero_shot,23,1,0,24,0.958,99.0,,1.0,2.08,56.52,5.62,0.369,3953.0,0.0,3953.0,
HumanEval/153,hybrid,gemma-27b:zero_shot,17,4,0,21,0.81,59.0,,1.0,6.0,84.71,2.3,0.449,1887.0,0.0,1887.0,
HumanEval/154,hybrid,gemma-27b:zero_shot,12,4,0,16,0.75,74.0,,1.0,4.0,47.04,4.88,0.22,1875.0,0.0,1875.0,
HumanEval/155,hybrid,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.16,1529.0,0.0,1529.0,
HumanEval/156,hybrid,gemma-27b:zero_shot,72,2,0,74,0.973,68.0,,1.0,2.0,71.77,5.89,0.198,4626.0,0.0,4626.0,
HumanEval/157,hybrid,gemma-27b:zero_shot,7,3,0,10,0.7,89.0,,1.0,4.67,58.95,5.73,0.228,2382.0,0.0,2382.0,
HumanEval/158,hybrid,gemma-27b:zero_shot,17,6,0,23,0.739,88.0,,1.0,2.24,55.33,4.73,0.231,2045.0,0.0,2045.0,
HumanEval/159,hybrid,gemma-27b:zero_shot,38,1,0,39,0.974,91.0,,1.0,2.78,57.53,3.9,0.373,3295.0,0.0,3295.0,
HumanEval/160,hybrid,gemma-27b:zero_shot,23,11,0,34,0.676,86.0,,1.0,2.49,40.23,6.12,0.202,3277.0,0.0,3277.0,
HumanEval/161,hybrid,gemma-27b:zero_shot,53,9,0,62,0.855,87.0,,1.0,2.58,46.76,7.58,0.16,2243.0,0.0,2243.0,
HumanEval/162,hybrid,gemma-27b:zero_shot,5,10,0,15,0.333,75.0,,1.0,2.47,63.65,6.18,0.13,2335.0,0.0,2335.0,
HumanEval/163,hybrid,gemma-27b:zero_shot,8,6,0,14,0.571,88.0,,1.0,3.0,58.54,5.27,0.199,1964.0,0.0,1964.0,
HumanEval/139,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,9.0,,1.0,4.0,88.03,1.73,0.585,580.0,0.0,580.0,
HumanEval/140,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,23.0,,1.0,1.0,100.0,1.0,0.829,0.0,0.0,0.0,
HumanEval/141,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,6.0,,1.0,8.0,87.72,1.36,0.783,0.0,0.0,0.0,
HumanEval/142,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,10.0,,1.0,4.0,89.57,1.0,0.964,1264.0,0.0,1264.0,
HumanEval/143,self_healing,gemma-27b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,1121.0,
HumanEval/144,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,27.0,,1.0,1.0,86.7,1.15,0.881,0.0,0.0,0.0,
HumanEval/145,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,14.0,,1.0,1.0,95.12,0.8,0.631,5271.0,0.0,5271.0,
HumanEval/146,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,12.0,,1.0,5.0,93.12,1.15,0.816,847.0,0.0,847.0,
HumanEval/147,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,12.0,,1.0,6.0,82.2,1.24,0.691,1373.0,0.0,1373.0,
HumanEval/148,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,11.0,,1.0,5.0,83.03,1.29,0.845,2088.0,0.0,2088.0,
HumanEval/149,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,21.0,,1.0,3.0,54.68,0.86,0.819,996.0,0.0,996.0,
HumanEval/150,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,9.0,,1.0,2.0,82.69,2.4,0.542,1942.0,0.0,1942.0,
HumanEval/151,self_healing,gemma-27b:zero_shot,18,0,0,18,1.0,85.0,,0.167,2.21,63.59,3.6,0.339,1085.0,0.0,1085.0,
HumanEval/152,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,21.0,,1.0,3.0,89.54,1.46,0.889,1465.0,0.0,1465.0,
HumanEval/153,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,6.0,,1.0,7.0,84.26,1.3,0.759,1794.0,0.0,1794.0,
HumanEval/154,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,9.0,,1.0,4.0,93.68,1.0,0.874,1646.0,0.0,1646.0,
HumanEval/155,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,11.0,,1.0,4.0,87.72,1.73,0.519,1105.0,0.0,1105.0,
HumanEval/156,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,12.0,,1.0,3.0,91.08,1.05,0.473,1862.0,0.0,1862.0,
HumanEval/157,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,30.0,,1.0,4.0,78.25,1.27,0.815,1021.0,0.0,1021.0,
HumanEval/158,self_healing,gemma-27b:zero_shot,14,0,0,14,1.0,84.0,,0.0,2.27,67.19,3.33,0.352,390.0,0.0,390.0,
HumanEval/159,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,19.0,,1.0,2.0,55.82,1.1,0.863,285.0,0.0,285.0,
HumanEval/160,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,9.0,,1.0,7.0,75.24,1.31,0.794,235.0,0.0,235.0,
HumanEval/161,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,7.0,,1.0,8.0,85.09,1.42,0.67,1700.0,0.0,1700.0,
HumanEval/162,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,24.0,,1.0,2.0,100.0,1.0,0.695,1246.0,0.0,1246.0,
HumanEval/163,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,17.0,,1.0,4.0,92.96,1.45,0.805,2179.0,0.0,2179.0,
HumanEval/139,soa,gemma-27b:zero_shot,8,2,0,10,0.8,77.0,,1.0,2.17,71.67,3.0,0.363,3123.0,0.0,3123.0,
HumanEval/140,soa,gemma-27b:zero_shot,10,5,0,15,0.667,100.0,,1.0,2.0,48.87,2.21,0.042,2973.0,0.0,2973.0,
HumanEval/141,soa,gemma-27b:zero_shot,10,0,0,10,1.0,100.0,,0.25,4.3,40.44,2.0,0.009,782.0,0.0,782.0,
HumanEval/142,soa,gemma-27b:zero_shot,6,8,0,14,0.429,100.0,,1.0,1.79,48.88,1.68,0.041,224.0,0.0,224.0,
HumanEval/143,soa,gemma-27b:zero_shot,5,7,0,12,0.417,85.0,,1.0,2.33,67.98,3.15,0.404,2065.0,0.0,2065.0,
HumanEval/144,soa,gemma-27b:zero_shot,14,1,0,15,0.933,93.0,,1.0,1.94,70.93,3.54,0.456,971.0,0.0,971.0,
HumanEval/145,soa,gemma-27b:zero_shot,7,6,0,13,0.538,78.0,,1.0,1.93,71.09,2.15,0.35,348.0,0.0,348.0,
HumanEval/146,soa,gemma-27b:zero_shot,13,3,0,16,0.812,84.0,,1.0,2.24,63.11,3.92,0.303,442.0,0.0,442.0,
HumanEval/147,soa,gemma-27b:zero_shot,4,13,0,17,0.235,90.0,,1.0,2.22,67.86,3.29,0.379,233.0,0.0,233.0,
HumanEval/148,soa,gemma-27b:zero_shot,7,1,0,8,0.875,93.0,,1.0,4.25,44.13,1.67,0.027,266.0,0.0,266.0,
HumanEval/149,soa,gemma-27b:zero_shot,10,2,0,12,0.833,80.0,,1.0,2.23,76.67,2.14,0.494,252.0,0.0,252.0,
HumanEval/150,soa,gemma-27b:zero_shot,3,0,0,3,1.0,61.0,,0.5,9.0,39.58,4.2,0.115,668.0,0.0,668.0,
HumanEval/151,soa,gemma-27b:zero_shot,15,0,0,15,1.0,84.0,,0.167,2.25,66.37,3.2,0.373,1289.0,0.0,1289.0,
HumanEval/152,soa,gemma-27b:zero_shot,9,1,0,10,0.9,97.0,,1.0,2.0,76.94,3.15,0.589,612.0,0.0,612.0,
HumanEval/153,soa,gemma-27b:zero_shot,11,3,0,14,0.786,69.0,,1.0,5.0,81.97,2.11,0.508,807.0,0.0,807.0,
HumanEval/154,soa,gemma-27b:zero_shot,10,2,0,12,0.833,74.0,,1.0,3.31,61.7,3.29,0.315,188.0,0.0,188.0,
HumanEval/155,soa,gemma-27b:zero_shot,13,2,0,15,0.867,100.0,,1.0,2.0,47.98,2.82,0.013,125.0,0.0,125.0,
HumanEval/156,soa,gemma-27b:zero_shot,30,0,0,30,1.0,100.0,,0.333,2.0,37.79,3.21,0.031,1186.0,0.0,1186.0,
HumanEval/157,soa,gemma-27b:zero_shot,4,2,0,6,0.667,89.0,,1.0,4.57,68.63,4.0,0.333,674.0,0.0,674.0,
HumanEval/158,soa,gemma-27b:zero_shot,14,1,0,15,0.933,84.0,,1.0,2.25,66.05,3.47,0.339,357.0,0.0,357.0,
HumanEval/159,soa,gemma-27b:zero_shot,16,0,0,16,1.0,100.0,,0.2,2.0,47.9,1.14,0.02,727.0,0.0,727.0,
HumanEval/160,soa,gemma-27b:zero_shot,15,3,0,18,0.833,89.0,,1.0,2.3,64.64,2.85,0.419,547.0,0.0,547.0,
HumanEval/161,soa,gemma-27b:zero_shot,11,3,0,14,0.786,83.0,,1.0,2.27,67.2,2.84,0.342,341.0,0.0,341.0,
HumanEval/162,soa,gemma-27b:zero_shot,2,5,0,7,0.286,100.0,,1.0,2.0,58.61,1.55,0.137,289.0,0.0,289.0,
HumanEval/163,soa,gemma-27b:zero_shot,8,5,0,13,0.615,96.0,,1.0,2.21,70.29,3.91,0.358,163.0,0.0,163.0,
HumanEval/139,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,77.0,,1.0,1.0,100.0,0.33,0.079,1889.0,0.0,1889.0,
HumanEval/140,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,100.0,,1.0,2.0,84.58,0.21,0.171,695.0,0.0,695.0,
HumanEval/141,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,35.0,,0.0,2.0,84.58,0.14,0.113,3894.0,0.0,3894.0,
HumanEval/142,swarm,gemma-27b:zero_shot,1,1,0,2,0.5,100.0,,1.0,2.0,68.62,0.26,0.051,1042.0,0.0,1042.0,
HumanEval/143,swarm,gemma-27b:zero_shot,6,0,0,6,1.0,95.0,,0.0,5.25,38.22,2.45,0.055,464.0,0.0,464.0,
HumanEval/144,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.0,2.0,81.86,0.31,0.128,3409.0,0.0,3409.0,
HumanEval/145,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,88.0,,1.0,2.0,77.95,0.15,0.16,236.0,0.0,236.0,
HumanEval/146,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,86.0,,1.0,2.0,81.87,0.23,0.157,1211.0,0.0,1211.0,
HumanEval/147,swarm,gemma-27b:zero_shot,1,1,0,2,0.5,80.0,,1.0,3.33,84.99,1.53,0.62,741.0,0.0,741.0,
HumanEval/148,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,92.0,,0.25,2.0,81.86,0.19,0.137,3311.0,0.0,3311.0,
HumanEval/149,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,62.0,,0.0,2.0,84.58,0.14,0.053,811.0,0.0,811.0,
HumanEval/150,swarm,gemma-27b:zero_shot,5,0,0,5,1.0,80.0,,0.25,2.86,70.03,4.1,0.337,2775.0,0.0,2775.0,
HumanEval/151,swarm,gemma-27b:zero_shot,2,0,0,2,1.0,94.0,,0.333,2.0,76.34,0.33,0.205,646.0,0.0,646.0,
HumanEval/152,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,92.0,,0.0,2.0,88.22,1.46,0.877,1333.0,0.0,1333.0,
HumanEval/153,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,33.0,,1.0,2.0,84.58,0.11,0.071,895.0,0.0,895.0,
HumanEval/154,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,48.0,,0.0,2.0,84.58,0.18,0.166,8687.0,0.0,8687.0,
HumanEval/155,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.6,2.0,81.87,0.27,0.228,902.0,0.0,902.0,
HumanEval/156,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.333,2.0,84.58,0.16,0.08,861.0,0.0,861.0,
HumanEval/157,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.2,4.0,73.24,0.55,0.123,4505.0,0.0,4505.0,
HumanEval/158,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.333,2.0,81.86,0.27,0.073,2625.0,0.0,2625.0,
HumanEval/159,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,80.0,,0.0,2.0,84.58,0.1,0.084,170.0,0.0,170.0,
HumanEval/160,swarm,gemma-27b:zero_shot,1,1,0,2,0.5,36.0,,1.0,1.5,59.99,2.62,0.454,3216.0,0.0,3216.0,
HumanEval/161,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,56.0,,0.0,2.0,84.58,0.16,0.114,2030.0,0.0,2030.0,
HumanEval/162,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,57.0,,0.0,2.0,96.29,1.36,0.538,3687.0,0.0,3687.0,
HumanEval/163,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,100.0,,0.0,2.0,84.58,0.27,0.219,414.0,0.0,414.0,
HumanEval/139,actor_critic,gemma-4b:cot,2,3,0,5,0.4,76.0,,1.0,3.33,74.47,2.4,0.387,549.0,0.0,549.0,
HumanEval/140,actor_critic,gemma-4b:cot,4,7,0,11,0.364,88.0,,1.0,2.17,71.59,3.29,0.366,3897.0,2251.0,6148.0,
HumanEval/141,actor_critic,gemma-4b:cot,13,2,0,15,0.867,78.0,,1.0,2.44,66.78,2.86,0.47,2541.0,0.0,2541.0,
HumanEval/142,actor_critic,gemma-4b:cot,3,10,0,13,0.231,76.0,,1.0,2.79,60.79,2.89,0.454,1017.0,0.0,1017.0,
HumanEval/143,actor_critic,gemma-4b:cot,12,7,0,19,0.632,96.0,,1.0,2.14,67.54,3.5,0.373,894.0,0.0,894.0,
HumanEval/144,actor_critic,gemma-4b:cot,4,5,0,9,0.444,89.0,,1.0,3.1,69.3,3.77,0.447,2207.0,0.0,2207.0,
HumanEval/145,actor_critic,gemma-4b:cot,3,7,0,10,0.3,74.0,,1.0,1.91,74.72,1.85,0.356,1275.0,400.0,1675.0,
HumanEval/146,actor_critic,gemma-4b:cot,12,5,0,17,0.706,85.0,,1.0,2.22,62.22,4.08,0.316,1283.0,0.0,1283.0,
HumanEval/147,actor_critic,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,2737.0,391.0,3128.0,
HumanEval/148,actor_critic,gemma-4b:cot,11,5,0,16,0.688,88.0,,1.0,2.12,70.73,2.9,0.503,1106.0,0.0,1106.0,
HumanEval/149,actor_critic,gemma-4b:cot,9,2,0,11,0.818,82.0,,1.0,2.08,78.26,2.1,0.508,3358.0,473.0,3831.0,
HumanEval/150,actor_critic,gemma-4b:cot,2,1,0,3,0.667,30.0,,1.0,22.5,36.86,10.1,0.149,2674.0,234.0,2908.0,
HumanEval/151,actor_critic,gemma-4b:cot,9,4,0,13,0.692,81.0,,1.0,2.21,71.53,2.8,0.397,1697.0,0.0,1697.0,
HumanEval/152,actor_critic,gemma-4b:cot,8,0,0,8,1.0,97.0,,0.0,2.33,77.0,2.92,0.581,3983.0,351.0,4334.0,
HumanEval/153,actor_critic,gemma-4b:cot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.505,4591.0,494.0,5085.0,
HumanEval/154,actor_critic,gemma-4b:cot,1,4,0,5,0.2,56.0,,1.0,7.17,59.76,3.35,0.358,3422.0,0.0,3422.0,
HumanEval/155,actor_critic,gemma-4b:cot,8,0,0,8,1.0,87.0,,0.0,2.9,63.36,3.91,0.265,1814.0,0.0,1814.0,
HumanEval/156,actor_critic,gemma-4b:cot,22,0,0,22,1.0,88.0,,0.0,2.04,60.43,3.53,0.219,1078.0,0.0,1078.0,
HumanEval/157,actor_critic,gemma-4b:cot,3,2,0,5,0.6,78.0,,1.0,4.33,73.52,3.45,0.375,1254.0,310.0,1564.0,
HumanEval/158,actor_critic,gemma-4b:cot,11,3,0,14,0.786,84.0,,1.0,2.27,67.34,3.33,0.376,4009.0,1518.0,5527.0,
HumanEval/159,actor_critic,gemma-4b:cot,4,7,0,11,0.364,85.0,,1.0,1.92,77.99,1.76,0.685,4552.0,406.0,4958.0,
HumanEval/160,actor_critic,gemma-4b:cot,6,7,0,13,0.462,91.0,,1.0,2.36,65.07,3.35,0.435,1223.0,9.0,1232.0,
HumanEval/161,actor_critic,gemma-4b:cot,9,4,0,13,0.692,81.0,,1.0,2.29,69.72,2.58,0.337,1121.0,0.0,1121.0,
HumanEval/162,actor_critic,gemma-4b:cot,2,9,0,11,0.182,83.0,,1.0,2.08,70.04,3.27,0.259,4581.0,0.0,4581.0,
HumanEval/163,actor_critic,gemma-4b:cot,1,5,0,6,0.167,80.0,,1.0,4.43,67.89,4.09,0.291,2778.0,0.0,2778.0,
HumanEval/139,adversarial,gemma-4b:cot,4,3,0,7,0.571,78.0,,1.0,2.88,74.75,2.6,0.388,2538.0,0.0,2538.0,
HumanEval/140,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8635.0,2830.0,11465.0,
HumanEval/141,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8635.0,2830.0,11465.0,
HumanEval/142,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/143,adversarial,gemma-4b:cot,6,7,0,13,0.462,95.0,,1.0,2.25,70.89,2.9,0.424,197.0,299.0,496.0,
HumanEval/144,adversarial,gemma-4b:cot,2,2,0,4,0.5,86.0,,1.0,4.6,74.07,3.15,0.504,0.0,0.0,0.0,
HumanEval/145,adversarial,gemma-4b:cot,2,6,0,8,0.25,72.0,,1.0,1.89,77.43,1.65,0.397,0.0,0.0,0.0,
HumanEval/146,adversarial,gemma-4b:cot,13,5,0,18,0.722,85.0,,1.0,2.21,60.7,4.23,0.24,708.0,130.0,838.0,
HumanEval/147,adversarial,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.461,2600.0,750.0,3350.0,
HumanEval/148,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4621.0,1183.0,5804.0,
HumanEval/149,adversarial,gemma-4b:cot,9,1,0,10,0.9,81.0,,1.0,2.09,79.5,2.0,0.532,163.0,48.0,211.0,
HumanEval/150,adversarial,gemma-4b:cot,3,0,0,3,1.0,92.0,,0.25,6.0,71.43,3.4,0.423,0.0,0.0,0.0,
HumanEval/151,adversarial,gemma-4b:cot,6,5,0,11,0.545,80.0,,1.0,2.17,74.58,2.53,0.425,337.0,300.0,637.0,
HumanEval/152,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2794.0,0.0,2794.0,
HumanEval/153,adversarial,gemma-4b:cot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.505,7164.0,1786.0,8950.0,
HumanEval/154,adversarial,gemma-4b:cot,3,4,0,7,0.429,61.0,,1.0,4.5,66.29,2.71,0.347,0.0,0.0,0.0,
HumanEval/155,adversarial,gemma-4b:cot,10,0,0,10,1.0,86.0,,0.0,2.25,65.6,3.73,0.274,0.0,0.0,0.0,
HumanEval/156,adversarial,gemma-4b:cot,18,1,0,19,0.947,86.0,,1.0,2.05,63.17,3.21,0.239,449.0,544.0,993.0,
HumanEval/157,adversarial,gemma-4b:cot,3,3,0,6,0.5,75.0,,1.0,3.71,73.25,3.45,0.374,0.0,0.0,0.0,
HumanEval/158,adversarial,gemma-4b:cot,12,0,0,12,1.0,83.0,,0.0,2.31,69.78,3.07,0.358,1126.0,0.0,1126.0,
HumanEval/159,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/160,adversarial,gemma-4b:cot,6,7,0,13,0.462,91.0,,1.0,2.36,65.07,3.35,0.436,2972.0,189.0,3161.0,
HumanEval/161,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/162,adversarial,gemma-4b:cot,2,6,0,8,0.25,81.0,,1.0,2.1,75.73,2.73,0.325,0.0,0.0,0.0,
HumanEval/163,adversarial,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.0,10.0,2861.0,
HumanEval/139,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,57.0,,0.0,2.8,79.62,3.2,0.42,7023.0,1416.0,8439.0,
HumanEval/140,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,46.0,,1.0,3.0,74.08,5.29,0.305,3035.0,0.0,3035.0,
HumanEval/141,atomic_swarm,gemma-4b:cot,15,2,0,17,0.882,49.0,,1.0,2.95,58.94,6.27,0.28,1903.0,0.0,1903.0,
HumanEval/142,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,39.0,,1.0,3.5,72.4,3.26,0.44,5767.0,782.0,6549.0,
HumanEval/143,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,57.0,,0.0,2.67,75.54,3.5,0.482,268.0,0.0,268.0,
HumanEval/144,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,65.0,,1.0,2.0,81.2,3.54,0.467,2594.0,0.0,2594.0,
HumanEval/145,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,47.0,,1.0,1.5,78.08,2.95,0.306,3443.0,0.0,3443.0,
HumanEval/146,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,53.0,,0.0,3.8,74.83,3.62,0.357,237.0,0.0,237.0,
HumanEval/147,atomic_swarm,gemma-4b:cot,1,0,0,1,1.0,30.0,,0.0,5.0,69.15,4.12,0.324,289.0,0.0,289.0,
HumanEval/148,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,33.0,,1.0,4.67,67.74,4.62,0.374,5525.0,0.0,5525.0,
HumanEval/149,atomic_swarm,gemma-4b:cot,2,0,0,2,1.0,70.0,,0.0,2.25,86.98,1.43,0.723,613.0,0.0,613.0,
HumanEval/150,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,63.0,,0.25,2.8,81.27,3.6,0.12,14708.0,662.0,15370.0,
HumanEval/151,atomic_swarm,gemma-4b:cot,2,0,0,2,1.0,46.0,,0.167,3.33,74.36,3.73,0.402,2079.0,547.0,2626.0,
HumanEval/152,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,95.0,,0.0,2.0,89.98,1.92,0.795,2850.0,302.0,3152.0,
HumanEval/153,atomic_swarm,gemma-4b:cot,1,2,0,3,0.333,62.0,,1.0,3.25,85.68,1.33,0.674,387.0,0.0,387.0,
HumanEval/154,atomic_swarm,gemma-4b:cot,8,4,0,12,0.667,68.0,,1.0,5.0,72.23,2.88,0.496,2293.0,0.0,2293.0,
HumanEval/155,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,83.0,,0.0,3.5,73.16,2.91,0.407,181.0,0.0,181.0,
HumanEval/156,atomic_swarm,gemma-4b:cot,2,1,0,3,0.667,56.0,,1.0,2.2,77.54,2.89,0.282,225.0,0.0,225.0,
HumanEval/157,atomic_swarm,gemma-4b:cot,1,2,0,3,0.333,80.0,,1.0,4.25,79.7,2.82,0.473,1741.0,0.0,1741.0,
HumanEval/158,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,50.0,,0.0,3.6,76.94,3.47,0.175,231.0,0.0,231.0,
HumanEval/159,atomic_swarm,gemma-4b:cot,0,3,0,3,0.0,73.0,,1.0,2.25,73.93,1.34,0.803,1698.0,0.0,1698.0,
HumanEval/160,atomic_swarm,gemma-4b:cot,1,2,0,3,0.333,48.0,,1.0,3.6,70.01,3.31,0.447,2235.0,0.0,2235.0,
HumanEval/161,atomic_swarm,gemma-4b:cot,4,0,0,4,1.0,51.0,,0.0,3.33,74.73,2.95,0.362,3432.0,0.0,3432.0,
HumanEval/162,atomic_swarm,gemma-4b:cot,2,0,0,2,1.0,56.0,,0.0,2.0,84.65,3.73,0.304,197.0,0.0,197.0,
HumanEval/163,atomic_swarm,gemma-4b:cot,8,2,0,10,0.8,39.0,,1.0,4.67,69.08,8.0,0.216,4440.0,1568.0,6008.0,
HumanEval/139,baseline,gemma-4b:cot,2,2,0,4,0.5,76.0,,1.0,3.2,76.82,2.13,0.416,2052.0,2316.0,4368.0,
HumanEval/140,baseline,gemma-4b:cot,4,5,0,9,0.444,87.0,,1.0,2.2,74.28,3.0,0.404,2073.0,2837.0,4910.0,
HumanEval/141,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14028.0,6853.0,20881.0,
