task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/142,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.6,1.67,69.77,0.53,0.036,3,2,4,0.0,0.608,222,34,3255
HumanEval/144,baseline,gemma-31b:scot,20,0,0,20,1.0,100.0,100.0,0.25,2.6,83.21,3.85,0.105,8,0,4,0.0,0.65,287,1261,2147
HumanEval/151,competitive,gemma-31b:few_shot,13,2,0,15,0.867,100.0,100.0,1.0,2.0,84.33,1.47,0.107,3,1,4,0.0,0.567,0,0,0
HumanEval/154,competitive,gemma-31b:cot,22,3,0,25,0.88,100.0,100.0,1.0,3.0,73.61,2.29,0.042,11,0,4,0.0,0.7,199,489,2317
HumanEval/139,soa,gemma-31b:scot,8,3,0,11,0.727,100.0,100.0,1.0,2.0,88.35,2.53,0.082,5,0,5,0.0,0.625,1008,1510,5756
HumanEval/154,adversarial,gemma-31b:few_shot,4,3,0,7,0.571,91.38,100.0,1.0,5.57,68.56,3.53,0.056,46,1,3,0.0,0.692,1353,1753,8610
HumanEval/150,coa,gemma-31b:scot,7,1,0,8,0.875,100.0,100.0,1.0,2.5,80.7,3.6,0.1,19,1,4,0.0,0.742,152,230,1433
HumanEval/151,soa,gemma-31b:zero_shot,14,0,0,14,1.0,100.0,100.0,0.333,2.5,96.38,2.2,0.093,2,0,4,0.0,0.5,529,1021,3607
HumanEval/156,self_healing,gemma-31b:cot,0,0,0,0,0.0,13.04,0.0,1.0,3.0,99.74,1.11,0.462,0,0,0,1.0,0.0,603,281,2272
HumanEval/153,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,9.09,0.0,1.0,7.0,92.82,0.81,0.577,0,0,0,1.0,0.0,1498,597,12661
HumanEval/162,baseline,gemma-31b:scot,9,0,0,9,1.0,100.0,100.0,0.25,2.38,62.2,4.0,0.066,5,1,4,0.0,0.617,372,1067,2932
HumanEval/163,soa,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.75,2.0,100.0,1.64,0.09,2,0,4,0.0,0.5,163,319,1136
HumanEval/139,coa,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.5,1.78,82.71,2.07,0.059,7,1,4,0.111,0.639,675,1549,5577
HumanEval/142,adversarial,gemma-31b:zero_shot,11,0,0,11,1.0,70.21,50.0,0.2,2.33,72.09,3.58,0.261,1,0,4,0.0,0.475,0,0,0
HumanEval/148,competitive,gemma-31b:cot,24,0,0,24,1.0,100.0,100.0,0.25,2.0,100.0,1.71,0.031,2,0,4,0.0,0.5,1427,1767,20396
HumanEval/147,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.47,0.046,3,0,3,0.0,0.475,889,70,5862
HumanEval/142,coa,gemma-31b:few_shot,8,0,0,8,1.0,97.44,100.0,0.8,2.0,78.15,2.42,0.044,6,2,3,0.222,0.578,2572,3893,21604
HumanEval/152,coa,gemma-31b:cot,8,0,0,8,1.0,96.15,96.0,0.0,2.0,77.62,2.46,0.027,13,1,3,0.0,0.692,2785,2682,10786
HumanEval/148,swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.38,0.038,5,0,3,0.0,0.525,1860,1014,7068
HumanEval/151,actor_critic,gemma-31b:scot,18,4,0,22,0.818,100.0,100.0,1.0,2.17,82.66,4.07,0.039,8,0,5,0.0,0.7,2536,2093,8183
HumanEval/145,consensus,gemma-31b:cot,7,3,0,10,0.7,97.67,100.0,1.0,2.8,72.34,2.95,0.011,17,2,3,0.0,0.733,3243,1225,6379
HumanEval/147,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,100.0,0.53,0.054,2,0,4,0.0,0.5,483,158,2229
HumanEval/159,self_healing,gemma-31b:scot,0,0,0,0,0.0,30.0,0.0,1.0,1.0,78.03,0.34,0.614,0,0,0,1.0,0.0,1186,439,5318
HumanEval/157,competitive,gemma-31b:cot,16,1,0,17,0.941,100.0,100.0,1.0,2.0,93.45,2.36,0.094,8,0,4,0.0,0.65,177,429,1116
HumanEval/163,self_healing,gemma-31b:zero_shot,16,0,0,16,1.0,93.1,93.0,0.0,2.3,75.0,4.73,0.233,13,0,4,0.0,0.7,897,826,5229
HumanEval/161,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,15.79,0.0,1.0,3.0,100.0,0.58,0.638,0,0,0,1.0,0.0,1139,199,6616
HumanEval/144,competitive,gemma-31b:cot,21,0,0,21,1.0,100.0,100.0,0.25,2.0,100.0,2.38,0.048,2,0,4,0.0,0.5,480,540,3725
HumanEval/147,baseline,gemma-31b:few_shot,7,0,0,7,1.0,100.0,100.0,0.25,2.14,65.29,2.76,0.053,8,0,3,0.0,0.6,687,720,3915
HumanEval/158,competitive,gemma-31b:cot,8,1,0,9,0.889,100.0,100.0,1.0,2.89,77.99,3.07,0.062,18,2,4,0.0,0.783,526,794,5122
HumanEval/148,atomic_swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.38,0.012,6,1,3,0.0,0.592,604,63,3407
HumanEval/141,swarm,gemma-31b:cot,3,0,0,3,1.0,83.33,60.0,0.25,2.0,100.0,0.41,0.042,2,0,4,0.0,0.5,1620,2326,15962
HumanEval/141,soa,gemma-31b:zero_shot,27,0,0,27,1.0,100.0,100.0,0.25,2.0,100.0,1.73,0.028,2,0,4,0.0,0.5,955,1406,8400
HumanEval/144,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,97.23,1.15,0.047,6,0,3,0.0,0.55,411,341,1172
HumanEval/140,swarm,gemma-31b:few_shot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,74.61,0.43,0.247,2,0,3,0.0,0.45,1804,2223,8440
HumanEval/162,consensus,gemma-31b:zero_shot,8,3,0,11,0.727,100.0,100.0,1.0,2.0,50.37,4.36,0.102,10,2,5,0.0,0.833,3402,2569,8460
HumanEval/145,adversarial,gemma-31b:zero_shot,14,1,0,15,0.933,68.57,0.0,1.0,2.17,82.72,3.1,0.066,0,0,0,1.0,0.0,4054,3864,19162
HumanEval/153,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,92.31,66.67,0.2,2.0,69.94,0.3,0.11,5,0,3,0.0,0.525,1456,1766,10786
HumanEval/157,actor_critic,gemma-31b:zero_shot,20,1,0,21,0.952,95.0,100.0,1.0,2.75,85.92,4.64,0.244,10,0,4,0.0,0.7,4601,4206,16776
HumanEval/162,consensus,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.25,1.86,52.05,3.82,0.1,9,2,5,0.0,0.808,2125,551,4116
HumanEval/163,soa,gemma-31b:cot,13,0,0,13,1.0,100.0,100.0,0.75,2.0,100.0,1.64,0.085,2,0,4,0.0,0.5,3502,2615,10342
HumanEval/155,swarm,gemma-31b:zero_shot,1,0,0,1,1.0,100.0,100.0,0.6,2.0,81.86,0.36,0.13,1,1,3,0.0,0.467,294,74,1310
HumanEval/144,actor_critic,gemma-31b:scot,41,0,0,41,1.0,100.0,100.0,0.25,1.5,99.89,5.69,0.051,4,0,5,0.0,0.6,1425,2,2720
HumanEval/162,baseline,gemma-31b:cot,7,1,0,8,0.875,98.0,87.5,1.0,2.4,66.2,5.09,0.092,0,0,0,1.0,0.0,201,696,1389
HumanEval/155,adversarial,gemma-31b:zero_shot,0,0,0,0,0.0,22.22,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,116,0,32881
HumanEval/160,competitive,gemma-31b:scot,21,1,0,22,0.955,100.0,100.0,1.0,1.75,94.89,1.62,0.025,8,1,5,0.0,0.742,445,1088,2806
HumanEval/144,adversarial,gemma-31b:cot,29,0,0,29,1.0,100.0,100.0,0.0,2.33,92.01,3.92,0.079,5,0,4,0.0,0.575,1343,2359,9645
HumanEval/143,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,1.0,2.11,81.92,1.9,0.038,9,0,3,0.0,0.625,1647,2181,10804
HumanEval/150,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.8,0.163,6,0,3,0.333,0.467,146,41,781
HumanEval/163,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,69.94,0.73,0.175,3,0,3,0.0,0.475,1481,3040,14962
HumanEval/152,swarm,gemma-31b:zero_shot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,70.95,0.46,0.137,3,1,3,0.0,0.517,153,65,560
HumanEval/161,consensus,gemma-31b:scot,37,0,0,37,1.0,100.0,100.0,0.667,2.0,94.36,2.32,0.028,2,0,4,0.0,0.5,1293,564,4740
HumanEval/142,consensus,gemma-31b:few_shot,13,0,0,13,1.0,100.0,100.0,0.4,2.78,72.73,3.42,0.063,15,2,4,0.0,0.783,3017,1484,6961
HumanEval/146,actor_critic,gemma-31b:scot,11,0,0,11,1.0,100.0,100.0,0.5,2.12,72.23,4.77,0.081,8,1,4,0.0,0.692,1073,1,2566
HumanEval/147,coa,gemma-31b:zero_shot,9,0,0,9,1.0,100.0,100.0,0.25,2.0,82.88,2.29,0.049,6,0,3,0.111,0.522,1592,1831,16472
HumanEval/160,competitive,gemma-31b:few_shot,25,0,0,25,1.0,100.0,100.0,0.0,2.0,98.95,1.58,0.046,6,1,4,0.0,0.642,743,1968,5346
HumanEval/149,hybrid,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.75,2.83,79.23,2.0,0.019,11,1,4,0.0,0.742,1973,882,4242
HumanEval/151,adversarial,gemma-31b:cot,14,4,0,18,0.778,100.0,100.0,1.0,2.5,100.0,2.93,0.065,4,1,4,0.0,0.592,550,1298,3375
HumanEval/151,coa,gemma-31b:few_shot,5,3,0,8,0.625,96.88,100.0,1.0,2.0,82.97,2.27,0.106,8,1,3,0.111,0.614,748,344,2261
HumanEval/155,competitive,gemma-31b:cot,15,0,0,15,1.0,100.0,100.0,0.6,2.0,81.86,1.82,0.138,2,0,4,0.0,0.5,136,247,1081
HumanEval/140,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.25,2.67,65.37,0.71,0.047,4,1,3,0.0,0.542,2939,2758,23367
HumanEval/156,actor_critic,gemma-31b:scot,35,5,0,40,0.875,100.0,100.0,1.0,1.33,87.15,3.37,0.039,6,0,5,0.0,0.65,1907,1298,5262
HumanEval/160,adversarial,gemma-31b:scot,21,1,0,22,0.955,100.0,100.0,1.0,2.0,88.04,2.31,0.062,7,0,5,0.0,0.675,795,2066,4068
HumanEval/152,adversarial,gemma-31b:few_shot,9,1,0,10,0.9,100.0,100.0,1.0,2.11,76.88,3.54,0.026,18,2,5,0.0,0.833,795,2066,4068
HumanEval/162,actor_critic,gemma-31b:few_shot,9,6,0,15,0.6,95.24,100.0,1.0,2.25,61.07,4.45,0.083,9,1,5,0.0,0.767,2575,875,10373
HumanEval/163,baseline,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.75,2.33,74.47,2.18,0.173,12,1,3,0.0,0.692,341,413,1621
HumanEval/149,adversarial,gemma-31b:few_shot,8,1,0,9,0.889,100.0,100.0,1.0,2.33,76.69,2.67,0.029,6,1,3,0.0,0.592,805,1535,6167
HumanEval/142,competitive,gemma-31b:scot,9,2,0,11,0.818,100.0,100.0,1.0,2.0,62.5,3.53,0.032,2,0,4,0.0,0.5,235,1121,3251
HumanEval/143,adversarial,gemma-31b:zero_shot,22,0,0,22,1.0,93.18,100.0,0.0,2.43,78.41,4.25,0.066,0,0,0,1.0,0.0,675,1276,5909
HumanEval/155,consensus,gemma-31b:few_shot,27,0,0,27,1.0,100.0,100.0,0.4,2.0,81.86,2.91,0.103,2,0,4,0.0,0.5,1240,917,6519
HumanEval/151,competitive,gemma-31b:zero_shot,14,2,0,16,0.875,100.0,100.0,1.0,2.0,87.06,1.87,0.056,2,0,4,0.0,0.5,1240,917,6519
HumanEval/161,adversarial,gemma-31b:cot,25,0,0,25,1.0,100.0,100.0,0.667,2.5,98.17,2.63,0.062,2,0,4,0.0,0.5,216,554,1535
HumanEval/149,baseline,gemma-31b:cot,12,1,0,13,0.923,100.0,100.0,1.0,2.11,77.58,2.19,0.04,10,2,4,0.0,0.783,1206,1498,11212
HumanEval/146,coa,gemma-31b:scot,8,0,0,8,1.0,96.77,100.0,0.5,2.0,84.32,2.46,0.039,8,1,3,0.111,0.614,185,166,2003
HumanEval/154,competitive,gemma-31b:zero_shot,21,7,0,28,0.75,100.0,100.0,1.0,3.0,82.28,2.24,0.086,6,0,4,0.0,0.6,452,593,2416
HumanEval/149,coa,gemma-31b:few_shot,8,1,0,9,0.889,100.0,100.0,1.0,2.22,82.09,1.57,0.012,11,1,3,0.0,0.692,253,137,970
HumanEval/158,atomic_swarm,gemma-31b:zero_shot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,69.94,0.53,0.061,3,2,3,0.0,0.558,1007,1486,8046
HumanEval/153,soa,gemma-31b:scot,12,0,0,12,1.0,97.22,83.33,0.4,2.0,83.56,1.41,0.035,15,0,4,0.0,0.7,752,1269,6158
HumanEval/159,hybrid,gemma-31b:zero_shot,24,0,0,24,1.0,84.38,50.0,0.0,3.2,81.04,2.34,0.266,0,0,0,1.0,0.0,2133,2040,5643
HumanEval/145,actor_critic,gemma-31b:scot,7,3,0,10,0.7,95.24,100.0,1.0,2.5,72.79,3.0,0.016,12,2,3,0.0,0.733,1867,1748,14811
HumanEval/140,consensus,gemma-31b:scot,32,0,0,32,1.0,100.0,100.0,0.0,2.0,100.0,3.07,0.016,2,0,4,0.0,0.5,2050,938,7331
HumanEval/149,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,1.0,2.0,96.53,0.57,0.042,3,0,4,0.0,0.525,686,353,4039
HumanEval/152,self_healing,gemma-31b:cot,0,0,0,0,0.0,60.0,60.0,1.0,2.0,55.66,1.0,0.959,0,0,0,1.0,0.0,717,264,2171
HumanEval/139,swarm,gemma-31b:zero_shot,1,0,0,1,1.0,76.92,50.0,0.0,2.0,81.86,0.27,0.109,1,0,3,0.0,0.425,2753,3000,12305
HumanEval/142,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.6,1.67,69.77,0.53,0.026,3,2,4,0.0,0.608,222,36,2437
HumanEval/149,self_healing,gemma-31b:few_shot,9,0,0,9,1.0,77.14,0.0,0.0,2.2,75.93,2.67,0.409,9,2,3,0.0,0.708,1613,2241,7128
HumanEval/152,hybrid,gemma-31b:scot,18,0,0,18,1.0,100.0,100.0,0.0,2.25,85.33,4.23,0.041,3,0,4,0.0,0.525,4006,3702,12189
HumanEval/154,actor_critic,gemma-31b:few_shot,10,2,0,12,0.833,75.0,50.0,1.0,4.67,66.13,5.0,0.162,45,1,4,0.0,0.742,2206,409,4939
HumanEval/153,coa,gemma-31b:cot,9,0,0,9,1.0,97.62,83.33,0.4,2.22,76.07,1.93,0.044,13,0,3,0.0,0.65,2545,764,6362
HumanEval/150,competitive,gemma-31b:zero_shot,27,0,0,27,1.0,100.0,100.0,0.5,2.0,100.0,3.6,0.082,2,0,4,0.0,0.5,159,585,2041
HumanEval/150,coa,gemma-31b:cot,8,0,0,8,1.0,100.0,100.0,0.5,2.75,78.96,3.8,0.122,21,1,4,0.0,0.742,1409,776,4938
HumanEval/139,competitive,gemma-31b:scot,11,0,0,11,1.0,94.59,100.0,0.25,2.4,80.54,3.2,0.072,7,1,5,0.0,0.717,512,1801,6196
HumanEval/146,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,11.11,0.0,1.0,5.0,91.59,1.31,0.788,0,0,0,1.0,0.0,1603,2161,12595
HumanEval/151,actor_critic,gemma-31b:cot,15,4,0,19,0.789,95.45,100.0,1.0,2.0,93.87,3.4,0.076,5,0,5,0.0,0.625,4183,6170,16726
HumanEval/146,consensus,gemma-31b:few_shot,32,0,0,32,1.0,100.0,100.0,0.5,3.5,86.53,3.62,0.046,6,0,4,0.0,0.6,3156,1376,8349
HumanEval/151,consensus,gemma-31b:cot,16,2,0,18,0.889,85.19,100.0,1.0,3.25,85.15,2.53,0.048,9,0,4,0.0,0.675,4701,2842,13855
HumanEval/159,consensus,gemma-31b:cot,34,0,0,34,1.0,100.0,100.0,0.2,2.33,82.58,1.69,0.034,4,0,4,0.0,0.55,3212,3291,11246
HumanEval/162,actor_critic,gemma-31b:scot,10,5,0,15,0.667,100.0,100.0,1.0,2.22,63.87,5.09,0.056,0,0,0,1.0,0.0,3052,1515,12198
HumanEval/160,soa,gemma-31b:cot,33,0,0,33,1.0,100.0,100.0,0.0,1.67,97.9,2.46,0.045,3,0,4,0.0,0.525,525,1277,2770
HumanEval/149,actor_critic,gemma-31b:scot,17,0,0,17,1.0,100.0,100.0,0.75,1.67,93.38,3.0,0.036,4,0,5,0.0,0.6,924,2,4718
HumanEval/142,actor_critic,gemma-31b:zero_shot,11,0,0,11,1.0,61.11,50.0,0.0,3.0,87.27,2.21,0.397,1,0,4,0.0,0.475,918,2,2779
HumanEval/141,baseline,gemma-31b:zero_shot,26,0,0,26,1.0,100.0,100.0,0.25,2.0,100.0,1.64,0.059,2,0,4,0.0,0.5,421,491,2982
HumanEval/152,competitive,gemma-31b:cot,13,0,0,13,1.0,100.0,100.0,0.0,2.0,72.88,2.08,0.03,2,0,4,0.0,0.5,300,486,1237
HumanEval/153,adversarial,gemma-31b:few_shot,11,0,0,11,1.0,97.44,83.33,0.4,2.38,78.87,2.0,0.036,16,0,4,0.0,0.7,3490,4314,25273
HumanEval/162,coa,gemma-31b:zero_shot,5,3,0,8,0.625,100.0,100.0,1.0,1.75,75.16,2.82,0.066,6,2,4,0.125,0.652,305,577,2445
HumanEval/163,consensus,gemma-31b:cot,39,0,0,39,1.0,100.0,100.0,0.75,2.0,99.62,5.45,0.053,4,0,4,0.0,0.55,2224,1107,8125
HumanEval/145,baseline,gemma-31b:few_shot,6,1,0,7,0.857,100.0,100.0,1.0,2.29,75.69,2.15,0.03,9,1,3,0.0,0.667,1290,1271,9991
HumanEval/151,swarm,gemma-31b:zero_shot,0,3,0,3,0.0,87.5,75.0,1.0,2.0,79.74,0.6,0.04,2,0,4,0.0,0.5,411,969,3342
HumanEval/163,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,1.0,2.0,99.03,1.36,0.027,4,0,4,0.0,0.55,260,175,851
HumanEval/154,self_healing,gemma-31b:cot,0,0,0,0,0.0,9.09,0.0,1.0,4.0,90.99,1.12,0.716,0,0,0,1.0,0.0,3592,2396,15166
HumanEval/141,actor_critic,gemma-31b:few_shot,6,2,0,8,0.75,96.83,100.0,1.0,5.25,67.87,2.41,0.025,33,2,3,0.0,0.733,1451,1215,9950
HumanEval/161,adversarial,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.667,2.0,94.37,2.63,0.079,2,0,4,0.0,0.5,1451,1215,9950
HumanEval/142,self_healing,gemma-31b:scot,0,0,0,0,0.0,12.5,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,1614,25,6389
HumanEval/163,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.75,1.67,69.77,0.91,0.211,4,0,4,0.0,0.55,385,1148,5685
HumanEval/148,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,69.94,0.38,0.014,4,0,3,0.333,0.417,564,664,3971
HumanEval/155,coa,gemma-31b:cot,8,0,0,8,1.0,97.06,100.0,0.4,2.44,69.81,2.55,0.103,11,1,3,0.111,0.664,744,648,8214
HumanEval/142,adversarial,gemma-31b:cot,9,0,0,9,1.0,100.0,100.0,0.6,2.22,50.54,3.95,0.038,9,2,3,0.0,0.708,273,1193,3604
HumanEval/147,self_healing,gemma-31b:cot,13,0,0,13,1.0,87.23,75.0,0.0,2.0,75.4,4.0,0.317,5,0,4,0.0,0.575,2194,2079,14622
HumanEval/158,soa,gemma-31b:zero_shot,14,2,0,16,0.875,100.0,100.0,1.0,1.67,98.02,2.87,0.038,3,1,5,0.0,0.617,578,1541,4937
HumanEval/153,soa,gemma-31b:cot,13,0,0,13,1.0,96.67,83.33,0.4,2.0,93.46,1.56,0.063,2,0,4,0.0,0.5,336,639,1825
HumanEval/144,baseline,gemma-31b:few_shot,5,0,0,5,1.0,100.0,100.0,0.25,5.0,76.47,2.38,0.058,29,0,3,0.0,0.65,686,1583,5621
HumanEval/142,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.8,2.0,100.0,0.63,0.055,2,0,4,0.0,0.5,1187,286,5255
HumanEval/139,hybrid,gemma-31b:cot,14,3,0,17,0.824,100.0,100.0,1.0,2.12,77.07,4.2,0.07,10,0,5,0.0,0.75,3222,1832,17599
HumanEval/153,adversarial,gemma-31b:zero_shot,11,0,0,11,1.0,74.19,50.0,0.2,2.17,72.92,2.37,0.094,16,1,3,0.0,0.692,551,927,4543
HumanEval/139,swarm,gemma-31b:cot,1,0,0,1,1.0,76.92,50.0,0.0,2.0,79.74,0.33,0.095,1,0,3,0.0,0.425,185,51,608
HumanEval/160,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.0,1.67,69.77,0.38,0.039,6,1,4,0.0,0.642,267,45,923
HumanEval/144,coa,gemma-31b:cot,7,0,0,7,1.0,100.0,100.0,0.25,4.0,68.03,3.31,0.048,19,0,3,0.0,0.65,879,1058,4685
HumanEval/143,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.667,2.0,69.94,0.4,0.027,3,0,3,0.0,0.475,210,34,2472
HumanEval/141,soa,gemma-31b:scot,34,0,0,34,1.0,100.0,100.0,0.5,2.0,100.0,2.05,0.024,2,1,4,0.0,0.542,553,628,2038
HumanEval/139,soa,gemma-31b:few_shot,8,3,0,11,0.727,100.0,100.0,1.0,1.8,80.02,2.6,0.089,4,0,5,0.0,0.6,148,458,1172
HumanEval/139,coa,gemma-31b:cot,8,0,0,8,1.0,100.0,100.0,0.5,1.62,84.96,2.07,0.049,6,1,4,0.25,0.579,1891,1575,8530
HumanEval/163,adversarial,gemma-31b:zero_shot,20,0,0,20,1.0,88.24,88.0,0.0,2.75,86.79,4.91,0.183,6,1,4,0.0,0.642,1249,1305,4848
HumanEval/141,actor_critic,gemma-31b:cot,30,1,0,31,0.968,100.0,100.0,1.0,2.0,100.0,1.91,0.025,2,0,4,0.0,0.5,671,2,2706
HumanEval/161,baseline,gemma-31b:zero_shot,14,0,0,14,1.0,100.0,100.0,0.667,2.0,100.0,1.0,0.06,2,0,4,0.0,0.5,1556,1700,11294
HumanEval/159,self_healing,gemma-31b:zero_shot,19,0,0,19,1.0,64.29,0.0,0.0,1.5,98.19,1.38,0.375,2,0,4,0.0,0.5,1387,1389,10243
HumanEval/143,competitive,gemma-31b:cot,24,0,0,24,1.0,100.0,100.0,0.667,1.91,78.97,2.5,0.032,11,0,4,0.0,0.7,406,774,2732
HumanEval/146,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,79.74,0.69,0.085,2,0,4,0.0,0.5,2540,1814,13935
HumanEval/152,soa,gemma-31b:cot,12,0,0,12,1.0,100.0,100.0,0.0,2.0,70.97,2.0,0.034,2,0,4,0.0,0.5,287,484,1340
HumanEval/146,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,68.45,0.62,0.164,2,1,3,0.333,0.408,179,22,2235
HumanEval/159,adversarial,gemma-31b:cot,19,0,0,19,1.0,100.0,100.0,0.2,3.0,96.62,1.41,0.071,3,0,4,0.0,0.525,409,604,2087
HumanEval/150,swarm,gemma-31b:cot,3,0,0,3,1.0,100.0,100.0,0.25,2.0,100.0,0.9,0.035,2,0,4,0.0,0.5,1179,383,4164
HumanEval/156,baseline,gemma-31b:scot,34,1,0,35,0.971,100.0,100.0,1.0,2.0,53.62,3.74,0.044,8,0,4,0.0,0.65,708,2451,6724
HumanEval/152,soa,gemma-31b:few_shot,10,1,0,11,0.909,100.0,100.0,1.0,1.5,100.0,2.08,0.034,2,0,5,0.0,0.55,1970,1435,6274
HumanEval/152,actor_critic,gemma-31b:cot,19,1,0,20,0.95,92.31,92.0,1.0,1.75,79.03,4.08,0.04,12,2,6,0.0,0.833,1176,560,4639
HumanEval/163,baseline,gemma-31b:cot,18,1,0,19,0.947,100.0,100.0,1.0,2.33,94.35,3.91,0.059,4,0,4,0.0,0.55,223,539,2115
HumanEval/140,actor_critic,gemma-31b:zero_shot,20,0,0,20,1.0,64.71,0.0,0.0,1.5,100.0,3.5,0.192,2,0,4,0.0,0.5,834,541,4038
HumanEval/155,adversarial,gemma-31b:cot,16,0,0,16,1.0,100.0,100.0,0.6,2.0,93.6,2.55,0.02,2,0,4,0.0,0.5,174,480,1390
HumanEval/149,soa,gemma-31b:zero_shot,12,1,0,13,0.923,100.0,100.0,1.0,1.67,95.61,2.52,0.019,2,0,4,0.0,0.5,1426,3208,16940
HumanEval/156,consensus,gemma-31b:few_shot,55,1,0,56,0.982,100.0,100.0,1.0,2.5,71.45,4.42,0.022,7,0,4,0.0,0.625,1886,840,4845
HumanEval/158,adversarial,gemma-31b:scot,11,2,0,13,0.846,100.0,100.0,1.0,2.25,80.08,3.8,0.045,12,2,5,0.0,0.833,245,1219,1975
HumanEval/142,self_healing,gemma-31b:cot,0,0,0,0,0.0,12.5,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,1199,0,4644
HumanEval/155,self_healing,gemma-31b:cot,12,0,0,12,1.0,74.07,66.67,0.0,2.5,90.29,3.0,0.334,2,0,4,0.0,0.5,496,468,2975
HumanEval/147,adversarial,gemma-31b:few_shot,7,2,0,9,0.778,100.0,100.0,1.0,1.88,72.19,3.71,0.048,10,1,5,0.0,0.792,400,1242,3046
HumanEval/158,competitive,gemma-31b:few_shot,15,2,0,17,0.882,100.0,100.0,1.0,2.0,83.68,2.33,0.054,8,2,5,0.0,0.783,186,449,1339
HumanEval/145,soa,gemma-31b:cot,14,4,0,18,0.778,96.15,100.0,1.0,2.0,88.13,2.6,0.066,2,0,4,0.0,0.5,1907,3746,20121
HumanEval/156,adversarial,gemma-31b:zero_shot,33,1,0,34,0.971,74.42,100.0,1.0,2.75,77.19,4.84,0.053,5,0,4,0.0,0.575,345,1059,3427
HumanEval/162,hybrid,gemma-31b:zero_shot,19,3,0,22,0.864,84.44,50.0,1.0,2.2,68.76,6.09,0.145,0,0,0,1.0,0.0,1867,1835,5228
HumanEval/145,coa,gemma-31b:scot,5,4,0,9,0.556,100.0,100.0,1.0,2.22,75.76,2.45,0.067,11,1,3,0.0,0.692,1084,1373,21328
HumanEval/146,coa,gemma-31b:cot,7,2,0,9,0.778,100.0,100.0,1.0,2.0,80.47,3.23,0.053,8,1,3,0.111,0.614,1354,107,36957
HumanEval/158,baseline,gemma-31b:cot,11,1,0,12,0.917,100.0,100.0,1.0,2.78,75.66,3.73,0.015,18,1,5,0.0,0.792,875,2491,6972
HumanEval/157,self_healing,gemma-31b:scot,20,0,0,20,1.0,93.33,100.0,0.2,3.0,91.1,4.45,0.367,1,0,4,0.0,0.475,647,661,5259
HumanEval/156,atomic_swarm,gemma-31b:zero_shot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.53,0.118,3,1,4,0.0,0.567,168,44,2277
